alias_address,alias_city,geocode,geometry,georeferencingString,type
CIRO MENOTTI,Caldogno,"Vicolo Ciro Menotti, Risareta, Caldogno, Vicenza, Veneto, 36100, Italia","{'type': 'Point', 'coordinates': [11.5308935, 45.5878968]}","CIRO MENOTTI, Caldogno, Veneto, Italia",POINT
PIAZZA BRUNO VIOLA,Caldogno,"Piazza Bruno Viola, Via Dante, Capovilla, Caldogno, Vicenza, Veneto, 36033, Italia","{'type': 'Point', 'coordinates': [11.500383048204402, 45.61373165]}","PIAZZA BRUNO VIOLA, Caldogno, Veneto, Italia",POINT
PIAZZA EUROPA,Caldogno,"Piazza Europa, Capovilla, Caldogno, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.50688566267388, 45.6155144]}","PIAZZA EUROPA, Caldogno, Veneto, Italia",POINT
PIAZZA DANTE,Caltrano,"Piazza Dante, Via Roma, Camisino, Caltrano, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.460368581908831, 45.77020255]}","PIAZZA DANTE, Caltrano, Veneto, Italia",POINT
PIAZZA S. MARCO,Caltrano,"Piazza San Marco, San Donato, Caltrano, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.4793832, 45.7702273]}","PIAZZA S. MARCO, Caltrano, Veneto, Italia",POINT
VIA 25 APRILE,Caltrano,"Via 25 Aprile, Caltrano, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.442694, 45.7788264]}","VIA 25 APRILE, Caltrano, Veneto, Italia",POINT
PIAZZA RESISTENZA,Calvene,"Piazza resistenza, Bordogni, Calvene, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.511709, 45.7660765]}","PIAZZA RESISTENZA, Calvene, Veneto, Italia",POINT
VIA 25 APRILE,Calvene,"Via 25 Aprile, Maglio, Calvene, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5097262, 45.761248]}","VIA 25 APRILE, Calvene, Veneto, Italia",POINT
VIA ASTICO,Calvene,"Via Astico, Magan, Calvene, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5023803, 45.7631598]}","VIA ASTICO, Calvene, Veneto, Italia",POINT
VIA BISOZZO,Calvene,"Via Bisozzo, Bordogni, Calvene, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5110551, 45.7663571]}","VIA BISOZZO, Calvene, Veneto, Italia",POINT
PIAZZA DELLA COSTITUZIONE,Camisano Vicentino,"Piazza della Costituzione, Camisano Vicentino, Vicenza, Veneto, 36043, Italia","{'type': 'Point', 'coordinates': [11.712471, 45.5238854]}","PIAZZA DELLA COSTITUZIONE, Camisano Vicentino, Veneto, Italia",POINT
PIAZZA UMBERTO I,Camisano Vicentino,"Piazza Umberto I, Camisano Vicentino, Vicenza, Veneto, 36043, Italia","{'type': 'Point', 'coordinates': [11.7136587, 45.5219638]}","PIAZZA UMBERTO I, Camisano Vicentino, Veneto, Italia",POINT
LOCALITA' PRA' SECCO,Carre',"Località Pra' Secco, Tavani, Carrè, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.4573525, 45.7402671]}","LOCALITA' PRA' SECCO, Carre', Veneto, Italia",POINT
VIA ALBANIGO,Carre',"Via Albanigo, Tavani, Carrè, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.4674416, 45.7372017]}","VIA ALBANIGO, Carre', Veneto, Italia",POINT
PIAZZETTA S. GIORGIO,Castegnero,"Piazzetta San Giorgio, Contrada Berno, Castegnero, Vicenza, Veneto, 36023, Italia","{'type': 'Point', 'coordinates': [11.5988982, 45.4379012]}","PIAZZETTA S. GIORGIO, Castegnero, Veneto, Italia",POINT
VIA BAGNOLO,Castegnero,"Via Bagnolo, Ca' Storta, Castegnero, Vicenza, Veneto, 36023, Italia","{'type': 'Point', 'coordinates': [11.6172934, 45.4414706]}","VIA BAGNOLO, Castegnero, Veneto, Italia",POINT
PIAZZA SERRAGLI,Chiuppano,"Piazza Serragli, Via Bortoli, Chiuppano, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.460901973210323, 45.762156950000005]}","PIAZZA SERRAGLI, Chiuppano, Veneto, Italia",POINT
VIA 25 APRILE,Chiuppano,"Via 25 Aprile, Chiuppano, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.4599556, 45.7634936]}","VIA 25 APRILE, Chiuppano, Veneto, Italia",POINT
VIA AMPURI,Cogollo del Cengio,"Via Ampuri, Mosson, Cogollo del Cengio, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.4311147, 45.7832687]}","VIA AMPURI, Cogollo del Cengio, Veneto, Italia",POINT
STRADA DEL PASUBIO,Costabissara,"Strada del Pasubio, Costabissara, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5004735, 45.5887625]}","STRADA DEL PASUBIO, Costabissara, Veneto, Italia",POINT
STRADA DELLE PIGNARE,Costabissara,"Via Martiri delle Foibe, Pignare, Costabissara, Vicenza, Veneto, 36033, Italia","{'type': 'Point', 'coordinates': [11.4864708, 45.5891716]}","STRADA DELLE PIGNARE, Costabissara, Veneto, Italia",POINT
LARGO TIEPOLO,Creazzo,"Largo Tiepolo, Creazzo, Vicenza, Veneto, 36051, Italia","{'type': 'Point', 'coordinates': [11.4783044, 45.532516]}","LARGO TIEPOLO, Creazzo, Veneto, Italia",POINT
PIAZZA ROMA,Creazzo,"Piazza Roma, Creazzo, Vicenza, Veneto, 36051, Italia","{'type': 'Point', 'coordinates': [11.4707866, 45.5365715]}","PIAZZA ROMA, Creazzo, Veneto, Italia",POINT
PIAZZA SAN PIO X,Dueville,"Piazza San Pio X, Dueville, Vicenza, Veneto, 36031, Italia","{'type': 'Point', 'coordinates': [11.5465153, 45.6104639]}","PIAZZA SAN PIO X, Dueville, Veneto, Italia",POINT
VIA BACCHIGLIONE,Dueville,"Via Bacchiglione, Dueville, Vicenza, Veneto, 36031, Italia","{'type': 'Point', 'coordinates': [11.5446954, 45.6099709]}","VIA BACCHIGLIONE, Dueville, Veneto, Italia",POINT
VIA DUE PONTI,Dueville,"Via Due Ponti, Risareta, Caldogno, Vicenza, Veneto, 36031, Italia","{'type': 'Point', 'coordinates': [11.5312714, 45.6142741]}","VIA DUE PONTI, Dueville, Veneto, Italia",POINT
CONTRÀ CARLOTTI,Gambugliano,"Via Contrà Carlotti, Carletti, Gambugliano, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.4334434, 45.5751468]}","CONTRÀ CARLOTTI, Gambugliano, Veneto, Italia",POINT
STRADA FALSE,Gambugliano,"Strada False, Sella, Gambugliano, Vicenza, Veneto, 36033, Italia","{'type': 'Point', 'coordinates': [11.4550049, 45.5775591]}","STRADA FALSE, Gambugliano, Veneto, Italia",POINT
PIAZZA GIOVANNI XXIII,Grumolo delle Abbadesse,"Piazza Giovanni XXIII, Rasega, Grumolo delle Abbadesse, Vicenza, Veneto, 36043, Italia","{'type': 'Point', 'coordinates': [11.6581622, 45.5163252]}","PIAZZA GIOVANNI XXIII, Grumolo delle Abbadesse, Veneto, Italia",POINT
VIA BUSATTI,Lastebasse,"Busatti, Lastebasse, Vicenza, Veneto, 38046, Italia","{'type': 'Point', 'coordinates': [11.2590549, 45.9197941]}","VIA BUSATTI, Lastebasse, Veneto, Italia",POINT
VIA MONTEPIANO,Lastebasse,"Montepiano, Lastebasse, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.3221848, 45.8993041]}","VIA MONTEPIANO, Lastebasse, Veneto, Italia",POINT
VIA BELLINI,Lugo di Vicenza,"Via Bellini, Valdellette, Lugo di Vicenza, Vicenza, Veneto, 36030, Italia","{'type': 'Point', 'coordinates': [11.5296833, 45.7439018]}","VIA BELLINI, Lugo di Vicenza, Veneto, Italia",POINT
VIA BERNARDI,Lugo di Vicenza,"Via Bernardi, Mare, Lugo di Vicenza, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5357674, 45.7667898]}","VIA BERNARDI, Lugo di Vicenza, Veneto, Italia",POINT
VIA BOSCHETTI,Lugo di Vicenza,"Via Boschetti, Boschetti, Lugo di Vicenza, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5224531, 45.7580422]}","VIA BOSCHETTI, Lugo di Vicenza, Veneto, Italia",POINT
CORTE MADDALENA,Malo,"Corte Maddalena, Malo, Vicenza, Veneto, 36034, Italia","{'type': 'Point', 'coordinates': [11.4009418, 45.6571046]}","CORTE MADDALENA, Malo, Veneto, Italia",POINT
LARGO BOLIVIA,Malo,"Largo Bolivia, Malo, Vicenza, Veneto, 36034, Italia","{'type': 'Point', 'coordinates': [11.399814, 45.6575167]}","LARGO BOLIVIA, Malo, Veneto, Italia",POINT
VIA ACCADEMIA,Monte di Malo,"Via Accademia, Maruffa, Monte di Malo, Vicenza, Veneto, 36076, Italia","{'type': 'Point', 'coordinates': [11.3778897, 45.6489214]}","VIA ACCADEMIA, Monte di Malo, Veneto, Italia",POINT
VIA ANTONELLA,Monte di Malo,"Via Antonella, Antonella, Monte di Malo, Vicenza, Veneto, 36034, Italia","{'type': 'Point', 'coordinates': [11.3872554, 45.6676545]}","VIA ANTONELLA, Monte di Malo, Veneto, Italia",POINT
PIAZZA GUGLIELMO MARCONI,Montegalda,"Piazza Guglielmo Marconi, Montegalda, Vicenza, Veneto, 36047, Italia","{'type': 'Point', 'coordinates': [11.6732472, 45.4436617]}","PIAZZA GUGLIELMO MARCONI, Montegalda, Veneto, Italia",POINT
VIA ANTONIO FOGAZZARO,Montegalda,"Via Antonio Fogazzaro, Palazzo Feriani, Montegalda, Vicenza, Veneto, 36047, Italia","{'type': 'Point', 'coordinates': [11.6695498, 45.4615848]}","VIA ANTONIO FOGAZZARO, Montegalda, Veneto, Italia",POINT
VIA BORGO,Montegalda,"Via Borgo, Ceron, Montegalda, Vicenza, Veneto, 36023, Italia","{'type': 'Point', 'coordinates': [11.6315089, 45.4653621]}","VIA BORGO, Montegalda, Veneto, Italia",POINT
VIA AMERIGO VESPUCCI,Montegaldella,"Via Amerigo Vespucci, Rialto, Montegaldella, Vicenza, Veneto, 36047, Italia","{'type': 'Point', 'coordinates': [11.6720125, 45.4356776]}","VIA AMERIGO VESPUCCI, Montegaldella, Veneto, Italia",POINT
VIA BERNARDE,Montegaldella,"Via Bernarde, Bosco, Montegaldella, Vicenza, Veneto, 36047, Italia","{'type': 'Point', 'coordinates': [11.6551159, 45.4224137]}","VIA BERNARDE, Montegaldella, Veneto, Italia",POINT
STRADA AMBROSINI,Monteviale,"Strada Ambrosini, Biron, Monteviale, Vicenza, Veneto, 36051, Italia","{'type': 'Point', 'coordinates': [11.4902391, 45.5521935]}","STRADA AMBROSINI, Monteviale, Veneto, Italia",POINT
PIAZZA DEL SIMPOSIO,Nanto,"Piazza del Simposio, C. Maralta, Nanto, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.59317680515568, 45.4250877]}","PIAZZA DEL SIMPOSIO, Nanto, Veneto, Italia",POINT
STRADA MEDIANA,Nanto,"Via Mediana, Contrada Campese, Nanto, Vicenza, Veneto, 36047, Italia","{'type': 'Point', 'coordinates': [11.6137498, 45.4169419]}","STRADA MEDIANA, Nanto, Veneto, Italia",POINT
LOCALITA' CALIFORNIA,Noventa Vicentina,"Località California, Noventa Vicentina, Vicenza, Veneto, 36025, Italia","{'type': 'Point', 'coordinates': [11.5406968, 45.2770719]}","LOCALITA' CALIFORNIA, Noventa Vicentina, Veneto, Italia",POINT
PIAZZA FORZIANA,Piovene Rocchette,"Piazza Forziana, Via Fratelli Martini, Rocchette, Piovene Rocchette, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.4296543, 45.7613709]}","PIAZZA FORZIANA, Piovene Rocchette, Veneto, Italia",POINT
PIAZZA PAPIRIA,Piovene Rocchette,"Piazza Papiria, Via Libertà, Rocchette, Piovene Rocchette, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.430829165292934, 45.7602188]}","PIAZZA PAPIRIA, Piovene Rocchette, Veneto, Italia",POINT
PIAZZALE VITTORIA,Piovene Rocchette,"Piazzale Vittoria, Rocchette, Piovene Rocchette, Vicenza, Veneto, 36013, Italia","{'type': 'Point', 'coordinates': [11.4309965, 45.7625863]}","PIAZZALE VITTORIA, Piovene Rocchette, Veneto, Italia",POINT
PIAZZA GIUSEPPE MAZZINI,Quinto Vicentino,"Piazza Giuseppe Mazzini, Crosara, Quinto Vicentino, Vicenza, Veneto, 36020, Italia","{'type': 'Point', 'coordinates': [11.6612549, 45.5850912]}","PIAZZA GIUSEPPE MAZZINI, Quinto Vicentino, Veneto, Italia",POINT
PIAZZETTA DEL DONATORE,Quinto Vicentino,"Piazzetta del Donatore, Crosara, Quinto Vicentino, Vicenza, Veneto, 36020, Italia","{'type': 'Point', 'coordinates': [11.6627497, 45.5832719]}","PIAZZETTA DEL DONATORE, Quinto Vicentino, Veneto, Italia",POINT
VIA ADIGE,Quinto Vicentino,"Via Adige, Crosara, Quinto Vicentino, Vicenza, Veneto, 36020, Italia","{'type': 'Point', 'coordinates': [11.6477321, 45.5557377]}","VIA ADIGE, Quinto Vicentino, Veneto, Italia",POINT
CONTRADA ANGRIMANI,Recoaro Terme,"contrada Sberar, Angrimani, Recoaro Terme, Comunità Montana Agno-Chiampo, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.2435567, 45.7076803]}","CONTRADA ANGRIMANI, Recoaro Terme, Veneto, Italia",POINT
CONTRADA ASNICAR,Recoaro Terme,"Contrada Asnicar, Giorgetti, Recoaro Terme, Comunità Montana Agno-Chiampo, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.2071308, 45.6990604]}","CONTRADA ASNICAR, Recoaro Terme, Veneto, Italia",POINT
VIA ANGONESE,Salcedo,"Via Angonese, Angonese, Salcedo, Vicenza, Veneto, 36046, Italia","{'type': 'Point', 'coordinates': [11.5719475, 45.7577639]}","VIA ANGONESE, Salcedo, Veneto, Italia",POINT
VIA CA' BIANCA,Salcedo,"Via Cà Bianca, Noncenigo, Salcedo, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5501344, 45.758658]}","VIA CA' BIANCA, Salcedo, Veneto, Italia",POINT
VIA CAMPODIRONDO,Salcedo,"Via Campodirondo, Lazzaretti, Salcedo, Vicenza, Veneto, 36046, Italia","{'type': 'Point', 'coordinates': [11.5814271, 45.7519784]}","VIA CAMPODIRONDO, Salcedo, Veneto, Italia",POINT
PIAZZA DEL BORGO VECCHIO,San Vito di Leguzzano,"Piazza del Borgo Vecchio, Case Ongari, San Vito di Leguzzano, Vicenza, Veneto, 36076, Italia","{'type': 'Point', 'coordinates': [11.3773626, 45.6813301]}","PIAZZA DEL BORGO VECCHIO, San Vito di Leguzzano, Veneto, Italia",POINT
VIA ANCETTI,San Vito di Leguzzano,"Via Ancetti, Ancetti, San Vito di Leguzzano, Vicenza, Veneto, 36076, Italia","{'type': 'Point', 'coordinates': [11.358669, 45.6792825]}","VIA ANCETTI, San Vito di Leguzzano, Veneto, Italia",POINT
PIAZZA GUGLIELMO MARCONI,Sandrigo,"Piazza Guglielmo Marconi, Astichello, Sandrigo, Vicenza, Veneto, 36066, Italia","{'type': 'Point', 'coordinates': [11.60279, 45.6620164]}","PIAZZA GUGLIELMO MARCONI, Sandrigo, Veneto, Italia",POINT
VIA 4 NOVEMBRE,Santorso,"Via Quattro Novembre, Località Gorlini, Santorso, Vicenza, Veneto, 36014, Italia","{'type': 'Point', 'coordinates': [11.3865299, 45.7322701]}","VIA 4 NOVEMBRE, Santorso, Veneto, Italia",POINT
STRADA GASPARONA,Sarcedo,"Galleria Gasparona, Contrà, Sarcedo, Vicenza, Veneto, 36042, Italia","{'type': 'Point', 'coordinates': [11.5394153, 45.6933464]}","STRADA GASPARONA, Sarcedo, Veneto, Italia",POINT
CONTRA' CANOVA,Schio,"Contrà Canova di Tretto, Schio, Vicenza, Veneto, 36015, Italia","{'type': 'Point', 'coordinates': [11.3595744, 45.7415404]}","CONTRA' CANOVA, Schio, Veneto, Italia",POINT
CONTRA' COVOLE,Schio,"Contrà Còvole, Schio, Vicenza, Veneto, 36011, Italia","{'type': 'Point', 'coordinates': [11.3385035, 45.7628553]}","CONTRA' COVOLE, Schio, Veneto, Italia",POINT
VIA ALDO MORO,Sossano,"Via Aldo Moro, C. Ponte Canale, Sossano, Vicenza, Veneto, 36044, Italia","{'type': 'Point', 'coordinates': [11.500172, 45.3572775]}","VIA ALDO MORO, Sossano, Veneto, Italia",POINT
CONTRÀ DONADELLO,Sovizzo,"Contrà Donadello, Punta, Sovizzo, Vicenza, Veneto, 36077, Italia","{'type': 'Point', 'coordinates': [11.4413552, 45.5469726]}","CONTRÀ DONADELLO, Sovizzo, Veneto, Italia",POINT
PIAZZA ALESSANDRO MANZONI,Sovizzo,"Piazza Alessandro Manzoni, Tavernelle, Sovizzo, Vicenza, Veneto, 36077, Italia","{'type': 'Point', 'coordinates': [11.4457049, 45.5275249]}","PIAZZA ALESSANDRO MANZONI, Sovizzo, Veneto, Italia",POINT
BORGO BELVIGO,Thiene,"Piazza Borgo Belvigo, Conca, Thiene, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.478084834106301, 45.707899100000006]}","BORGO BELVIGO, Thiene, Veneto, Italia",POINT
CORSO GARIBALDI,Thiene,"Corso Garibaldi, Conca, Thiene, Vicenza, Veneto, 36016, Italia","{'type': 'Point', 'coordinates': [11.4777555, 45.7072043]}","CORSO GARIBALDI, Thiene, Veneto, Italia",POINT
CONTRA' BARCHI,Tonezza del Cimone,"Contrà Tezza, Costa, Tonezza del Cimone, Vicenza, Veneto, 36011, Italia","{'type': 'Point', 'coordinates': [11.3437831, 45.8556481]}","CONTRA' BARCHI, Tonezza del Cimone, Veneto, Italia",POINT
CONTRA' CAMPANA,Tonezza del Cimone,"Contrà Campana, Campana, Tonezza del Cimone, Vicenza, Veneto, 36011, Italia","{'type': 'Point', 'coordinates': [11.3491187, 45.8452626]}","CONTRA' CAMPANA, Tonezza del Cimone, Veneto, Italia",POINT
CONTRA' COSTA,Tonezza del Cimone,"Contrà Tezza, Costa, Tonezza del Cimone, Vicenza, Veneto, 36011, Italia","{'type': 'Point', 'coordinates': [11.3437831, 45.8556481]}","CONTRA' COSTA, Tonezza del Cimone, Veneto, Italia",POINT
CONTRADA COSTALUNGA,Torrebelvicino,"Contrada Costalunga, Costalunga, Torrebelvicino, Vicenza, Veneto, 36036, Italia","{'type': 'Point', 'coordinates': [11.2884631, 45.7248745]}","CONTRADA COSTALUNGA, Torrebelvicino, Veneto, Italia",POINT
VIA ADAMELLO,Torri di Quartesolo,"Via Adamello, Quartiere Montesanto, Torri di Quartesolo, Vicenza, Veneto, 36040, Italia","{'type': 'Point', 'coordinates': [11.6197695, 45.5411695]}","VIA ADAMELLO, Torri di Quartesolo, Veneto, Italia",POINT
VIA ADIGE,Torri di Quartesolo,"Via Adige, Quartiere Montesanto, Stradone, Torri di Quartesolo, Vicenza, Veneto, 36040, Italia","{'type': 'Point', 'coordinates': [11.6202405, 45.5430853]}","VIA ADIGE, Torri di Quartesolo, Veneto, Italia",POINT
VIA ALDO MORO,Torri di Quartesolo,"Via Aldo Moro, Quartiere Betulle, Torri di Quartesolo, Vicenza, Veneto, 36040, Italia","{'type': 'Point', 'coordinates': [11.6142438, 45.5178853]}","VIA ALDO MORO, Torri di Quartesolo, Veneto, Italia",POINT
CONTRADA ALBIERI,Valdagno,"Contrada Albieri di Castelvecchio, Albieri di Castelvecchio, Valdagno, Comunità Montana Agno-Chiampo, Vicenza, Veneto, 36070, Italia","{'type': 'Point', 'coordinates': [11.2658203, 45.6246248]}","CONTRADA ALBIERI, Valdagno, Veneto, Italia",POINT
CONTRADA AMBROSINI,Valdagno,"Contrada Ambrosini, Ambrosini, Contrada Massignani, Valdagno, Comunità Montana Agno-Chiampo, Vicenza, Veneto, 36078, Italia","{'type': 'Point', 'coordinates': [11.3215149, 45.6427043]}","CONTRADA AMBROSINI, Valdagno, Veneto, Italia",POINT
PIAZZA S. MARTINO,Velo dAstico,"Piazza San Martino, Via Francesco Rossi, Seghe di Velo, Velo d'Astico, Vicenza, Veneto, 36011, Italia","{'type': 'Point', 'coordinates': [11.364980668148796, 45.789883849999995]}","PIAZZA S. MARTINO, Velo dAstico, Veneto, Italia",POINT
BORGO CASALE,Vicenza,"borgo Casale, Barche, San Pio X, Vicenza, Veneto, 36100, Italia","{'type': 'Point', 'coordinates': [11.5621816, 45.544083]}","BORGO CASALE, Vicenza, Veneto, Italia",POINT
BORGO SANTA LUCIA,Vicenza,"Borgo Santa Lucia, Barche, Contrà S. Bortolo, Vicenza, Veneto, 36100, Italia","{'type': 'Point', 'coordinates': [11.5520011, 45.5532241]}","BORGO SANTA LUCIA, Vicenza, Veneto, Italia",POINT
BORGO SCROFFA,Vicenza,"Borgo Scroffa, Barche, Contrà S. Bortolo, Vicenza, Veneto, 36100, Italia","{'type': 'Point', 'coordinates': [11.5535692, 45.5526112]}","BORGO SCROFFA, Vicenza, Veneto, Italia",POINT
CANDIA ELEONORA,Vicenza,"Via Eleonora Candia, Anconetta, Vicenza, Veneto, 36020, Italia","{'type': 'Point', 'coordinates': [11.5941864, 45.5757561]}","CANDIA ELEONORA, Vicenza, Veneto, Italia",POINT
VIA 1 MAGGIO,Villaverla,"Via Primo Maggio, Novoledo, Villaverla, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5027965, 45.645255]}","VIA 1 MAGGIO, Villaverla, Veneto, Italia",POINT
VIA 2 GIUGNO,Villaverla,"Via Due Giugno, Novoledo, Villaverla, Vicenza, Veneto, Italia","{'type': 'Point', 'coordinates': [11.5063958, 45.6458521]}","VIA 2 GIUGNO, Villaverla, Veneto, Italia",POINT
PIAZZALE ROMA,Zane',"Piazzale Roma, Zanè, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.4612031, 45.7199519]}","PIAZZALE ROMA, Zane', Veneto, Italia",POINT
STRADA DEL ROVERE,Zane',"Strada del Rovere, Zanè, Vicenza, Veneto, 36010, Italia","{'type': 'Point', 'coordinates': [11.4651474, 45.7284533]}","STRADA DEL ROVERE, Zane', Veneto, Italia",POINT
PIAZZA GIOVANNI PAOLO II,Zugliano,"Piazza Giovanni Paolo II, Via Codalunga, Zugliano, Vicenza, Veneto, 36030, Italia","{'type': 'Point', 'coordinates': [11.480049152111786, 45.72844775]}","PIAZZA GIOVANNI PAOLO II, Zugliano, Veneto, Italia",POINT
