alias_address,alias_city,georeferencingString,type
"Via Sciviero, Brugherio",BRUGHERIO,"Via Sciviero, Brugherio, BRUGHERIO, Monza, Lombardia",POINT
"Via Volturno 80, Brugherio",BRUGHERIO,"Via Volturno 80, Brugherio, BRUGHERIO, Monza, Lombardia",POINT
"Via Torazza 38, Brugherio",BRUGHERIO,"Via Torazza 38, Brugherio, BRUGHERIO, Monza, Lombardia",POINT
"Via Filippo Corridoni, 16",BRUGHERIO,"Via Filippo Corridoni, 16, BRUGHERIO, Monza, Lombardia",POINT
"Via Brianza, 70",BRUGHERIO,"Via Brianza, 70, BRUGHERIO, Monza, Lombardia",POINT
"Via Nazario Sauro, 135",BRUGHERIO,"Via Nazario Sauro, 135, BRUGHERIO, Monza, Lombardia",POINT
Piazza Don G. Camagni,BRUGHERIO,"Piazza Don G. Camagni, BRUGHERIO, Monza, Lombardia",POINT
"Viale Lombardia, 301",BRUGHERIO,"Viale Lombardia, 301, BRUGHERIO, Monza, Lombardia",POINT
"Via S. Giovanni Bosco, 29",BRUGHERIO,"Via S. Giovanni Bosco, 29, BRUGHERIO, Monza, Lombardia",POINT
"Via Kennedy, 15",BRUGHERIO,"Via Kennedy, 15, BRUGHERIO, Monza, Lombardia",POINT
"Via Dante, 115",BRUGHERIO,"Via Dante, 115, BRUGHERIO, Monza, Lombardia",POINT
Via Sciesa,BRUGHERIO,"Via Sciesa, BRUGHERIO, Monza, Lombardia",POINT
Via Andreani,BRUGHERIO,"Via Andreani, BRUGHERIO, Monza, Lombardia",POINT
"Piazza Papa Giovanni XXIII, 8",BURAGO DI MOLGORA,"Piazza Papa Giovanni XXIII, 8, BURAGO DI MOLGORA, Monza, Lombardia",POINT
Via Galileo Galilei,BURAGO DI MOLGORA,"Via Galileo Galilei, BURAGO DI MOLGORA, Monza, Lombardia",POINT
Via Galileo Galilei 20875 Burago di Molgora MB,BURAGO DI MOLGORA,"Via Galileo Galilei 20875 Burago di Molgora MB, BURAGO DI MOLGORA, Monza, Lombardia",POINT
"Piazza Giacomo Matteotti, 12",BURAGO DI MOLGORA,"Piazza Giacomo Matteotti, 12, BURAGO DI MOLGORA, Monza, Lombardia",POINT
Viale Martiri della Libertà,BURAGO DI MOLGORA,"Viale Martiri della Libertà, BURAGO DI MOLGORA, Monza, Lombardia",POINT
Viale Lombardia,CAMPARADA,"Viale Lombardia, CAMPARADA, Monza, Lombardia",POINT
Via Resegone,CAMPARADA,"Via Resegone, CAMPARADA, Monza, Lombardia",POINT
Viale Grigna,CAMPARADA,"Viale Grigna, CAMPARADA, Monza, Lombardia",POINT
VIA GIBELLINI,CARATE BRIANZA,"VIA GIBELLINI, CARATE BRIANZA, Monza, Lombardia",POINT
VIA DANTE ALIGHERI,CARATE BRIANZA,"VIA DANTE ALIGHERI, CARATE BRIANZA, Monza, Lombardia",POINT
Via AMEDEO COLOMBO,CARATE BRIANZA,"Via AMEDEO COLOMBO, CARATE BRIANZA, Monza, Lombardia",POINT
Via MONTELLO ANGOLO VIA STANGA BUSCA,CARATE BRIANZA,"Via MONTELLO ANGOLO VIA STANGA BUSCA, CARATE BRIANZA, Monza, Lombardia",POINT
Piazza IV Novembre,CARATE BRIANZA,"Piazza IV Novembre, CARATE BRIANZA, Monza, Lombardia",POINT
VIA CANTORE,CARATE BRIANZA,"VIA CANTORE, CARATE BRIANZA, Monza, Lombardia",POINT
"VIA TOMMASO GROSSI, 4",CARATE BRIANZA,"VIA TOMMASO GROSSI, 4, CARATE BRIANZA, Monza, Lombardia",POINT
VIA MAZZINI,CARATE BRIANZA,"VIA MAZZINI, CARATE BRIANZA, Monza, Lombardia",POINT
Via De Gasperi,CARNATE,"Via De Gasperi, CARNATE, Monza, Lombardia",POINT
Via Fornace,CARNATE,"Via Fornace, CARNATE, Monza, Lombardia",POINT
Via Giuseppe Bazzini,CARNATE,"Via Giuseppe Bazzini, CARNATE, Monza, Lombardia",POINT
"Via Achille Grandi, 2-6 20866 Carnate MB",CARNATE,"Via Achille Grandi, 2-6 20866 Carnate MB, CARNATE, Monza, Lombardia",POINT
Via della Pace 20866 Carnate MB,CARNATE,"Via della Pace 20866 Carnate MB, CARNATE, Monza, Lombardia",POINT
"Piazza Calchi Novati, Frazione Passirano",CARNATE,"Piazza Calchi Novati, Frazione Passirano, CARNATE, Monza, Lombardia",POINT
Via Giuseppe Parini,CARNATE,"Via Giuseppe Parini, CARNATE, Monza, Lombardia",POINT
Via F. L. Miles,CAVENAGO DI BRIANZA,"Via F. L. Miles, CAVENAGO DI BRIANZA, Monza, Lombardia",POINT
"Via I Maggio, 8, 20873 Cavenago di Brianza MB",CAVENAGO DI BRIANZA,"Via I Maggio, 8, 20873 Cavenago di Brianza MB, CAVENAGO DI BRIANZA, Monza, Lombardia",POINT
Via Don Luigi Besana,CAVENAGO DI BRIANZA,"Via Don Luigi Besana, CAVENAGO DI BRIANZA, Monza, Lombardia",POINT
Via Giuseppe Parini,CAVENAGO DI BRIANZA,"Via Giuseppe Parini, CAVENAGO DI BRIANZA, Monza, Lombardia",POINT
Via Solferino,CERIANO LAGHETTO,"Via Solferino, CERIANO LAGHETTO, Monza, Lombardia",POINT
"via Stra Meda, 33",CERIANO LAGHETTO,"via Stra Meda, 33, CERIANO LAGHETTO, Monza, Lombardia",POINT
Via Campaccio 16,CERIANO LAGHETTO,"Via Campaccio 16, CERIANO LAGHETTO, Monza, Lombardia",POINT
VIA STRAMEDA,CERIANO LAGHETTO,"VIA STRAMEDA, CERIANO LAGHETTO, Monza, Lombardia",POINT
Via Puccini - Parco Collodi,CESANO MADERNO,"Via Puccini - Parco Collodi, CESANO MADERNO, Monza, Lombardia",POINT
VIA DEI MILLE,CESANO MADERNO,"VIA DEI MILLE, CESANO MADERNO, Monza, Lombardia",POINT
CORSO LIBERTA',CESANO MADERNO,"CORSO LIBERTA', CESANO MADERNO, Monza, Lombardia",POINT
VIA PACINOTTI,CESANO MADERNO,"VIA PACINOTTI, CESANO MADERNO, Monza, Lombardia",POINT
VIA PO,CESANO MADERNO,"VIA PO, CESANO MADERNO, Monza, Lombardia",POINT
VIA STELVIO,CESANO MADERNO,"VIA STELVIO, CESANO MADERNO, Monza, Lombardia",POINT
VIA FERRINI,CESANO MADERNO,"VIA FERRINI, CESANO MADERNO, Monza, Lombardia",POINT
VIA GRIGNA,CESANO MADERNO,"VIA GRIGNA, CESANO MADERNO, Monza, Lombardia",POINT
VIA MARTINELLI,CESANO MADERNO,"VIA MARTINELLI, CESANO MADERNO, Monza, Lombardia",POINT
VIA PADOVA,CESANO MADERNO,"VIA PADOVA, CESANO MADERNO, Monza, Lombardia",POINT
VIA PETRARCA,CESANO MADERNO,"VIA PETRARCA, CESANO MADERNO, Monza, Lombardia",POINT
VIA SANTA CHIARA,CESANO MADERNO,"VIA SANTA CHIARA, CESANO MADERNO, Monza, Lombardia",POINT
VIA SAN MARCO,CESANO MADERNO,"VIA SAN MARCO, CESANO MADERNO, Monza, Lombardia",POINT
VIA SARDEGNA,CESANO MADERNO,"VIA SARDEGNA, CESANO MADERNO, Monza, Lombardia",POINT
VIA VICENZA,CESANO MADERNO,"VIA VICENZA, CESANO MADERNO, Monza, Lombardia",POINT
"Via Comensoli,3",CESANO MADERNO,"Via Comensoli,3, CESANO MADERNO, Monza, Lombardia",POINT
VIA BRIGATA SASSARI,CESANO MADERNO,"VIA BRIGATA SASSARI, CESANO MADERNO, Monza, Lombardia",POINT
VIA SOLFERINO,CESANO MADERNO,"VIA SOLFERINO, CESANO MADERNO, Monza, Lombardia",POINT
Via Rovelli,COGLIATE,"Via Rovelli, COGLIATE, Monza, Lombardia",POINT
Via dei Narcisi,COGLIATE,"Via dei Narcisi, COGLIATE, Monza, Lombardia",POINT
"Via Rimembranze,11",COGLIATE,"Via Rimembranze,11, COGLIATE, Monza, Lombardia",POINT
"Via Cesare Battisti, 19",COGLIATE,"Via Cesare Battisti, 19, COGLIATE, Monza, Lombardia",POINT
Via Oreno,CONCOREZZO,"Via Oreno, CONCOREZZO, Monza, Lombardia",POINT
Via Rancate 20863 Concorezzo MB,CONCOREZZO,"Via Rancate 20863 Concorezzo MB, CONCOREZZO, Monza, Lombardia",POINT
"Via Cesare Cantù, 20863 Concorezzo MB",CONCOREZZO,"Via Cesare Cantù, 20863 Concorezzo MB, CONCOREZZO, Monza, Lombardia",POINT
"Via Lazzaretto, 48",CONCOREZZO,"Via Lazzaretto, 48, CONCOREZZO, Monza, Lombardia",POINT
"Via Federico Ozanam, 1",CONCOREZZO,"Via Federico Ozanam, 1, CONCOREZZO, Monza, Lombardia",POINT
"Via de Capitani, 23",CONCOREZZO,"Via de Capitani, 23, CONCOREZZO, Monza, Lombardia",POINT
"VIA GUIDO ROSSA, 10",CONCOREZZO,"VIA GUIDO ROSSA, 10, CONCOREZZO, Monza, Lombardia",POINT
"Via Oreno, 20863 Concorezzo MB",CONCOREZZO,"Via Oreno, 20863 Concorezzo MB, CONCOREZZO, Monza, Lombardia",POINT
Via John e Robert Kennedy,CORREZZANA,"Via John e Robert Kennedy, CORREZZANA, Monza, Lombardia",POINT
Via Principale,CORREZZANA,"Via Principale, CORREZZANA, Monza, Lombardia",POINT
Via Alessandro Manzoni,CORREZZANA,"Via Alessandro Manzoni, CORREZZANA, Monza, Lombardia",POINT
"Via Enrico Fermi, 2-8 20856 Correzzana MB",CORREZZANA,"Via Enrico Fermi, 2-8 20856 Correzzana MB, CORREZZANA, Monza, Lombardia",POINT
Via San Desiserio,CORREZZANA,"Via San Desiserio, CORREZZANA, Monza, Lombardia",POINT
Via Caravaggio,DESIO,"Via Caravaggio, DESIO, Monza, Lombardia",POINT
Piazza Carendon,DESIO,"Piazza Carendon, DESIO, Monza, Lombardia",POINT
Piazza Giovanni XXIII,DESIO,"Piazza Giovanni XXIII, DESIO, Monza, Lombardia",POINT
VIA DE LUCA,DESIO,"VIA DE LUCA, DESIO, Monza, Lombardia",POINT
"Via del Carso, 20832 Desio MB",DESIO,"Via del Carso, 20832 Desio MB, DESIO, Monza, Lombardia",POINT
VIA DOLOMITI,DESIO,"VIA DOLOMITI, DESIO, Monza, Lombardia",POINT
VIA BRAMANTE,DESIO,"VIA BRAMANTE, DESIO, Monza, Lombardia",POINT
"Via Stadio, 13",DESIO,"Via Stadio, 13, DESIO, Monza, Lombardia",POINT
VIA SANTA CATERINA,DESIO,"VIA SANTA CATERINA, DESIO, Monza, Lombardia",POINT
Via Carlo Porta,DESIO,"Via Carlo Porta, DESIO, Monza, Lombardia",POINT
Corso Italia,DESIO,"Corso Italia, DESIO, Monza, Lombardia",POINT
Via Pisacane,DESIO,"Via Pisacane, DESIO, Monza, Lombardia",POINT
Via Tolstoi,DESIO,"Via Tolstoi, DESIO, Monza, Lombardia",POINT
PIAZZA NENNI,DESIO,"PIAZZA NENNI, DESIO, Monza, Lombardia",POINT
Piazza Divina Misericordia,DESIO,"Piazza Divina Misericordia, DESIO, Monza, Lombardia",POINT
"Via A. Diaz, 7",DESIO,"Via A. Diaz, 7, DESIO, Monza, Lombardia",POINT
"Piazza Giovanni Paolo II, 24",DESIO,"Piazza Giovanni Paolo II, 24, DESIO, Monza, Lombardia",POINT
Via Tolstoi,DESIO,"Via Tolstoi, DESIO, Monza, Lombardia",POINT
VIA ROSSINI,DESIO,"VIA ROSSINI, DESIO, Monza, Lombardia",POINT
VIA DALLA CHIESA,DESIO,"VIA DALLA CHIESA, DESIO, Monza, Lombardia",POINT
Via Longoni,GIUSSANO,"Via Longoni, GIUSSANO, Monza, Lombardia",POINT
"Via Longoni, 20833 Giussano MB, Italia",GIUSSANO,"Via Longoni, 20833 Giussano MB, Italia, GIUSSANO, Monza, Lombardia",POINT
"Via Pietro Nenni, 20833 Giussano MB, Italia",GIUSSANO,"Via Pietro Nenni, 20833 Giussano MB, Italia, GIUSSANO, Monza, Lombardia",POINT
VIA SAN VINCENZO n.4 LOC BRUGAZZO,GIUSSANO,"VIA SAN VINCENZO n.4 LOC BRUGAZZO, GIUSSANO, Monza, Lombardia",POINT
Via Tonale,GIUSSANO,"Via Tonale, GIUSSANO, Monza, Lombardia",POINT
Via Tofane,GIUSSANO,"Via Tofane, GIUSSANO, Monza, Lombardia",POINT
Via Milano angolo Via Turati,GIUSSANO,"Via Milano angolo Via Turati, GIUSSANO, Monza, Lombardia",POINT
CASCINA REBECCA,GIUSSANO,"CASCINA REBECCA, GIUSSANO, Monza, Lombardia",POINT
Viale Rimembranze,GIUSSANO,"Viale Rimembranze, GIUSSANO, Monza, Lombardia",POINT
VIA SAN GIOVANNI BOSCO,GIUSSANO,"VIA SAN GIOVANNI BOSCO, GIUSSANO, Monza, Lombardia",POINT
Via XXIV Maggio,GIUSSANO,"Via XXIV Maggio, GIUSSANO, Monza, Lombardia",POINT
Via Alessandria,GIUSSANO,"Via Alessandria, GIUSSANO, Monza, Lombardia",POINT
Piazza Lombardi,GIUSSANO,"Piazza Lombardi, GIUSSANO, Monza, Lombardia",POINT
"Via Po, 20833 Giussano MB, Italia",GIUSSANO,"Via Po, 20833 Giussano MB, Italia, GIUSSANO, Monza, Lombardia",POINT
Via Giovanni Pascoli n.14,GIUSSANO,"Via Giovanni Pascoli n.14, GIUSSANO, Monza, Lombardia",POINT
CASCINA TORRE,GIUSSANO,"CASCINA TORRE, GIUSSANO, Monza, Lombardia",POINT
P.za Mercato,LAZZATE,"P.za Mercato, LAZZATE, Monza, Lombardia",POINT
Via Fratelli Rosselli,LAZZATE,"Via Fratelli Rosselli, LAZZATE, Monza, Lombardia",POINT
Piazzetta Cesarino Monti,LAZZATE,"Piazzetta Cesarino Monti, LAZZATE, Monza, Lombardia",POINT
Via Trento e Trieste,LAZZATE,"Via Trento e Trieste, LAZZATE, Monza, Lombardia",POINT
"Via Franco Laratta, 1",LAZZATE,"Via Franco Laratta, 1, LAZZATE, Monza, Lombardia",POINT
"Via Veneto, 11",LESMO,"Via Veneto, 11, LESMO, Monza, Lombardia",POINT
Via Volta,LESMO,"Via Volta, LESMO, Monza, Lombardia",POINT
Via 24 Maggio Lesmo,LESMO,"Via 24 Maggio Lesmo, LESMO, Monza, Lombardia",POINT
"Via XXIV Maggio, 44-48",LESMO,"Via XXIV Maggio, 44-48, LESMO, Monza, Lombardia",POINT
Via Morganti,LESMO,"Via Morganti, LESMO, Monza, Lombardia",POINT
Via Giotto,LIMBIATE,"Via Giotto, LIMBIATE, Monza, Lombardia",POINT
P.zza della Repubblica,LIMBIATE,"P.zza della Repubblica, LIMBIATE, Monza, Lombardia",POINT
Via Turati,LIMBIATE,"Via Turati, LIMBIATE, Monza, Lombardia",POINT
VIALE LOMBARDIA,LIMBIATE,"VIALE LOMBARDIA, LIMBIATE, Monza, Lombardia",POINT
Via Meucci-Via G della Porta 10,LIMBIATE,"Via Meucci-Via G della Porta 10, LIMBIATE, Monza, Lombardia",POINT
VIA LEONARDO DA VINCI - GIOVI,LIMBIATE,"VIA LEONARDO DA VINCI - GIOVI, LIMBIATE, Monza, Lombardia",POINT
VIA STROMBOLI - MOMBELLO ZONA ESTERNA,LIMBIATE,"VIA STROMBOLI - MOMBELLO ZONA ESTERNA, LIMBIATE, Monza, Lombardia",POINT
VIA LUCIANO MANARA,LIMBIATE,"VIA LUCIANO MANARA, LIMBIATE, Monza, Lombardia",POINT
Via Generale Cantore,LIMBIATE,"Via Generale Cantore, LIMBIATE, Monza, Lombardia",POINT
Via Monte Bianco,LIMBIATE,"Via Monte Bianco, LIMBIATE, Monza, Lombardia",POINT
"Via Pace, 38",LIMBIATE,"Via Pace, 38, LIMBIATE, Monza, Lombardia",POINT
Via Leone Tolstoi,LIMBIATE,"Via Leone Tolstoi, LIMBIATE, Monza, Lombardia",POINT
Via Roma,LIMBIATE,"Via Roma, LIMBIATE, Monza, Lombardia",POINT
Via Monte Terminillo,LIMBIATE,"Via Monte Terminillo, LIMBIATE, Monza, Lombardia",POINT
"Via Napoleone Bonaparte, 92C",LIMBIATE,"Via Napoleone Bonaparte, 92C, LIMBIATE, Monza, Lombardia",POINT
"Via Giacomo Puccini, 2",LIMBIATE,"Via Giacomo Puccini, 2, LIMBIATE, Monza, Lombardia",POINT
"Via Monte Generoso, 1",LIMBIATE,"Via Monte Generoso, 1, LIMBIATE, Monza, Lombardia",POINT
"Via Bellaria, 21",LIMBIATE,"Via Bellaria, 21, LIMBIATE, Monza, Lombardia",POINT
Via Giambattista Tiepolo,LIMBIATE,"Via Giambattista Tiepolo, LIMBIATE, Monza, Lombardia",POINT
Via Leopardi,LISSONE,"Via Leopardi, LISSONE, Monza, Lombardia",POINT
VIA MONS. BERNASCONI,LISSONE,"VIA MONS. BERNASCONI, LISSONE, Monza, Lombardia",POINT
VIA TARRA,LISSONE,"VIA TARRA, LISSONE, Monza, Lombardia",POINT
VIA NOBEL,LISSONE,"VIA NOBEL, LISSONE, Monza, Lombardia",POINT
VIA DEL CONCILIO,LISSONE,"VIA DEL CONCILIO, LISSONE, Monza, Lombardia",POINT
"ViaLE LOMBARDIA, 35",LISSONE,"ViaLE LOMBARDIA, 35, LISSONE, Monza, Lombardia",POINT
"Via MARTIRI DELLA LIBERTA', 52",LISSONE,"Via MARTIRI DELLA LIBERTA', 52, LISSONE, Monza, Lombardia",POINT
"Via SAN GIORGIO, 3/5",LISSONE,"Via SAN GIORGIO, 3/5, LISSONE, Monza, Lombardia",POINT
"Via MARTIRI DELLA LIBERTA', 130/A",LISSONE,"Via MARTIRI DELLA LIBERTA', 130/A, LISSONE, Monza, Lombardia",POINT
"Piazzale Virgilio, 1",LISSONE,"Piazzale Virgilio, 1, LISSONE, Monza, Lombardia",POINT
"Via Felice Mariani, 1",LISSONE,"Via Felice Mariani, 1, LISSONE, Monza, Lombardia",POINT
"Via NAZARIO SAURO, 1",LISSONE,"Via NAZARIO SAURO, 1, LISSONE, Monza, Lombardia",POINT
"ViaLE DELLA REPUBBLICA, 39",LISSONE,"ViaLE DELLA REPUBBLICA, 39, LISSONE, Monza, Lombardia",POINT
"Via DE AMICIS, 18 FRAZIONE SANTA MARGHERITA",LISSONE,"Via DE AMICIS, 18 FRAZIONE SANTA MARGHERITA, LISSONE, Monza, Lombardia",POINT
"Via LAMARMORA, 30/a I COL. Via CANOVA",LISSONE,"Via LAMARMORA, 30/a I COL. Via CANOVA, LISSONE, Monza, Lombardia",POINT
"Via BATTISTI, 20",LISSONE,"Via BATTISTI, 20, LISSONE, Monza, Lombardia",POINT
"Via DALLA CHIESA, 32",LISSONE,"Via DALLA CHIESA, 32, LISSONE, Monza, Lombardia",POINT
VIA SAURO,LISSONE,"VIA SAURO, LISSONE, Monza, Lombardia",POINT
Via Belgioioso,MACHERIO,"Via Belgioioso, MACHERIO, Monza, Lombardia",POINT
Via Mascagni,MACHERIO,"Via Mascagni, MACHERIO, Monza, Lombardia",POINT
VIALE Regina Margherita,MACHERIO,"VIALE Regina Margherita, MACHERIO, Monza, Lombardia",POINT
Via S. Ambrogio,MACHERIO,"Via S. Ambrogio, MACHERIO, Monza, Lombardia",POINT
VIALE Regina Margherita,MACHERIO,"VIALE Regina Margherita, MACHERIO, Monza, Lombardia",POINT
"Via Visconti,41",MACHERIO,"Via Visconti,41, MACHERIO, Monza, Lombardia",POINT
Via Cassiano-angolo Via Visconti,MACHERIO,"Via Cassiano-angolo Via Visconti, MACHERIO, Monza, Lombardia",POINT
