alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Nogare',Pergine Valsugana,0.13,2.89,150.11,39.80,,12.33,252.00,1° semestre 2019,13.30,0.20,8.20,2.00,9.84,0.05,7.60,1.67,156.00,8.50,19.10
Rifugio Panarotta,Pergine Valsugana,0.13,1.00,134.24,1.98,,6.63,28.00,1° semestre 2019,0.78,0.71,3.15,2.00,4.54,0.05,7.30,1.72,122.00,5.70,26.50
Roncogno,Pergine Valsugana,0.13,5.45,125.70,56.00,,1.73,414.00,1° semestre 2019,23.30,0.20,22.60,3.00,3.65,0.05,7.70,1.67,184.00,6.60,11.38
San Cristoforo,Pergine Valsugana,0.13,3.74,101.29,41.00,0.04,5.74,261.20,1° semestre 2019,12.60,0.68,2.22,2.01,6.55,0.05,7.95,1.68,181.00,3.70,21.35
Canale (bassa),Pergine Valsugana,0.13,3.74,101.29,41.00,0.04,5.74,261.20,1° semestre 2019,12.60,0.68,2.22,2.01,6.55,0.05,7.95,1.68,181.00,3.70,21.35
San Cristoforo,Pergine Valsugana,0.13,3.74,101.29,41.00,0.04,5.74,261.20,1° semestre 2019,12.60,0.68,2.22,2.01,6.55,0.05,7.95,1.68,181.00,3.70,21.35
Dos Di san Cristoforo,Pergine Valsugana,0.13,3.74,101.29,41.00,0.04,5.74,261.20,1° semestre 2019,12.60,0.68,2.22,2.01,6.55,0.05,7.95,1.68,181.00,3.70,21.35
Maso Toldi,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
Maso Ungherle,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
Maso Pianezza,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
Maso Sercher,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
Maso Puller,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
San Vito,Pergine Valsugana,0.25,1.00,81.77,20.60,0.00,1.17,161.30,1° semestre 2019,12.30,0.20,6.00,3.35,2.23,0.05,7.50,0.40,92.00,2.60,13.02
Santa Caterina,Pergine Valsugana,0.13,1.00,95.19,11.70,0.04,0.95,104.85,1° semestre 2019,7.00,0.61,4.40,2.00,0.41,0.03,7.75,2.22,153.00,9.30,12.61
Tot Ziens,Pergine Valsugana,0.13,1.00,95.19,11.70,0.04,0.95,104.85,1° semestre 2019,7.00,0.61,4.40,2.00,0.41,0.03,7.75,2.22,153.00,9.30,12.61
Maso Vigabona,Pergine Valsugana,0.13,1.00,95.19,11.70,0.04,0.95,104.85,1° semestre 2019,7.00,0.61,4.40,2.00,0.41,0.03,7.75,2.22,153.00,9.30,12.61
Susa',Pergine Valsugana,0.13,1.19,192.82,61.00,0.12,1.96,412.00,1° semestre 2019,21.70,0.22,13.40,2.00,2.19,0.05,7.90,1.86,130.00,7.70,69.60
Valar,Pergine Valsugana,0.13,1.82,90.31,13.10,0.00,0.94,234.00,1° semestre 2019,7.50,0.20,10.40,2.00,0.20,0.05,7.70,0.84,89.00,2.35,13.66
Viarago,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Cittadella,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Toffolazzi,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Canezza (Portolo),Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
maso Girardi,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Palaori,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Drazzeri,Pergine Valsugana,0.14,1.00,113.50,40.00,0.03,3.90,224.33,1° semestre 2019,11.60,0.20,4.30,2.00,2.72,0.05,8.13,0.90,151.00,5.50,26.00
Visintainer,Pergine Valsugana,0.16,1.00,57.36,2.87,,0.71,259.00,1° semestre 2019,0.88,0.20,0.39,2.10,1.84,0.05,7.20,0.32,100.00,1.71,2.45
Fornaselle,Pergine Valsugana,0.16,1.00,57.36,2.87,,0.71,259.00,1° semestre 2019,0.88,0.20,0.39,2.10,1.84,0.05,7.20,0.32,100.00,1.71,2.45
Zava,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Pozza,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Ischia,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Maso Braito,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Assizzi (alta),Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Doss dei Masetti,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Castello di Pergine,Pergine Valsugana,0.17,5.07,283.13,41.20,0.05,5.45,201.00,1° semestre 2019,17.30,0.20,30.40,2.00,2.05,0.05,7.50,0.43,253.00,1.57,12.64
Barco,Levico Terme,0.13,1.00,180.62,34.00,0.00,0.68,310.00,1° semestre 2019,14.00,0.20,13.20,2.00,3.69,0.05,8.00,0.30,159.00,0.51,10.67
Campiello,Levico Terme,0.13,2.55,111.06,22.70,0.07,6.31,96.45,1° semestre 2019,7.45,0.38,5.90,7.30,2.73,0.05,7.30,1.23,180.00,3.40,36.40
Levico Nord/Est - Selva - Gocciadoro - Valdrana,Levico Terme,0.13,7.54,32.59,49.50,0.05,5.31,248.53,1° semestre 2019,11.27,0.20,5.68,2.00,2.61,0.05,7.58,0.66,157.00,3.30,99.05
Castagneto,Levico Terme,0.13,1.00,102.51,53.67,0.06,18.73,316.75,1° semestre 2019,14.58,0.20,6.23,2.00,8.40,0.05,7.73,2.17,233.00,4.60,50.93
San Biagio,Levico Terme,0.13,1.00,102.51,53.67,0.06,18.73,316.75,1° semestre 2019,14.58,0.20,6.23,2.00,8.40,0.05,7.73,2.17,233.00,4.60,50.93
Quaere,Levico Terme,0.13,1.00,280.69,49.00,,6.03,261.00,1° semestre 2019,18.20,0.20,14.40,2.00,8.39,0.05,8.30,1.03,246.00,3.40,17.60
Santa Giuliana,Levico Terme,0.13,1.00,36.61,67.00,0.07,5.92,410.00,1° semestre 2019,24.20,0.43,17.90,3.00,9.26,0.03,7.60,0.40,179.00,1.15,23.00
Levico Centro / Sud (Lido,Levico Terme,0.17,1.00,217.23,62.60,0.04,4.57,412.50,1° semestre 2019,23.03,0.20,21.65,2.00,5.66,0.05,7.70,0.75,257.50,0.60,43.65
Borba,Levico Terme,0.17,1.00,217.23,62.60,0.04,4.57,412.50,1° semestre 2019,23.03,0.20,21.65,2.00,5.66,0.05,7.70,0.75,257.50,0.60,43.65
Somearo),Levico Terme,0.17,1.00,217.23,62.60,0.04,4.57,412.50,1° semestre 2019,23.03,0.20,21.65,2.00,5.66,0.05,7.70,0.75,257.50,0.60,43.65
Vetriolo,Levico Terme,0.13,1.37,274.59,5.10,0.04,0.54,41.93,1° semestre 2019,9.67,0.20,7.30,2.00,4.59,0.05,7.87,1.01,138.00,3.20,2.33
Basson di Sopra - Basson di Sotto,Levico Terme,0.13,1.00,269.71,72.00,0.06,2.23,401.00,1° semestre 2019,18.80,0.20,2.29,2.00,5.10,0.05,7.70,0.62,206.00,1.28,2.90
Vezzena,Levico Terme,0.13,1.00,269.71,72.00,0.06,2.23,401.00,1° semestre 2019,18.80,0.20,2.29,2.00,5.10,0.05,7.70,0.62,206.00,1.28,2.90
Tenna centro,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Maso Roveri,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Alberè,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Valdagni,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Serafini,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Feghini,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Campolongo,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Terrazze,Tenna,0.23,9.86,119.60,42.75,0.04,9.25,256.33,1° semestre 2019,12.32,1.07,4.63,2.00,3.71,0.05,7.50,2.02,170.67,5.00,36.17
Borgo Valsugana centro,Borgo Valsugana,,1.00,,,0.04,,250.33,1° semestre 2019,,,,,,,7.97,,,,
Val di Sella,Borgo Valsugana,,1.00,,,0.04,,250.33,1° semestre 2019,,,,,,,7.97,,,,
Località Cave',Borgo Valsugana,0.13,5.70,,18.63,0.06,0.42,91.25,1° semestre 2019,4.97,,0.80,2.00,1.47,0.05,7.70,,66.00,,14.51
Località Prae,Borgo Valsugana,0.13,1.00,,111.00,0.00,0.55,478.00,1° semestre 2019,34.00,,14.90,,3.85,0.05,7.85,,430.00,,288.00
Olle,Borgo Valsugana,,1.00,,,0.04,,250.33,1° semestre 2019,,,,,,,7.97,,,,
Novaledo centro,Novaledo,0.15,5.17,53.70,16.76,0.05,3.40,103.06,1° semestre 2019,4.94,0.22,1.91,2.00,1.23,0.05,7.71,0.72,91.67,2.12,17.86
Oltrebrenta,Novaledo,0.15,5.17,53.70,16.76,0.05,3.40,103.06,1° semestre 2019,4.94,0.22,1.91,2.00,1.23,0.05,7.71,0.72,91.67,2.12,17.86
Malga Masi,Novaledo,0.15,5.17,53.70,16.76,0.05,3.40,103.06,1° semestre 2019,4.94,0.22,1.91,2.00,1.23,0.05,7.71,0.72,91.67,2.12,17.86
Malga Broi,Novaledo,0.15,5.17,53.70,16.76,0.05,3.40,103.06,1° semestre 2019,4.94,0.22,1.91,2.00,1.23,0.05,7.71,0.72,91.67,2.12,17.86
