alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Tutte Le Zone,CASTELVETRO PIACENTINO,0.02,<1,385,81,0.07,5,535,periodo dal 01/07/2019 al 31/12/2019,31,<0.1,26,<1,<0.5,<0.01,7.9,1.55,353,12,13
Tutte Le Zone,CERIGNALE,<0.02,<1,104,9,0.10,2,154,periodo dal 01/07/2019 al 31/12/2019,9,<0.1,16,<1,2,0.05,7.9,0.27,106,2,2
Tutte Le Zone,COLI,<0.02,<1,121,14,0.19,3,215,periodo dal 01/07/2019 al 31/12/2019,11,<0.1,18,<1,1,<0.01,8.3,<0.5,120,2,7
Tutte Le Zone,CORTE BRUGNATELLA,<0.02,<1,211,34,0.07,3,340,periodo dal 01/07/2019 al 31/12/2019,20,<0.1,26,<1,2,<0.01,8.2,0.93,227,6,29
Tutte Le Zone,CORTEMAGGIORE,<0.02,<1,374,107,0.10,26,684,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,24,<1,21,<0.01,7.5,1.59,452,21,50
Tutte Le Zone,FARINI,<0.02,<1,138,13,0.09,2,206,periodo dal 01/07/2019 al 31/12/2019,12,<0.1,21,<1,1,<0.01,8.1,0.32,130,2,3
Tutte Le Zone,FERRIERE,<0.02,<1,135,16,0.02,2,184,periodo dal 01/07/2019 al 31/12/2019,11,<0.1,18,<1,1,<0.01,8.1,0.40,127,2,4
Tutte Le Zone,FIORENZUOLA D'ARDA,0.04,<1,338,94,0.08,19,566,periodo dal 01/07/2019 al 31/12/2019,31,0.05,17,1.32,17,<0.01,7.5,1.54,386,21,37
Tutte Le Zone,GAZZOLA,<0.02,<1,282,68,0.03,18,489,periodo dal 01/07/2019 al 31/12/2019,24,<0.1,17,28,9,0.33,7.6,1.07,298,20,16
Tutte Le Zone,GOSSOLENGO,<0.02,<1,308,72,0.01,23,547,periodo dal 01/07/2019 al 31/12/2019,29,<0.1,27,<1,22,<0.01,7.8,1.15,352,14,19
Tutte Le Zone,GRAGNANO TREBBIENSE,<0.02,<1,351,111,0.15,18,616,periodo dal 01/07/2019 al 31/12/2019,34,<0.1,14,<1,27,<0.01,7.5,1.42,407,16,28
Tutte Le Zone,GROPPARELLO,<0.02,<1,218,61,0.15,18,394,periodo dal 01/07/2019 al 31/12/2019,20,0.04,12,<1,1,<0.01,8.2,1.81,238,12,19
Tutte Le Zone,LUGAGNANO VAL D'ARDA,<0.02,<1,227,61,0.14,15,387,periodo dal 01/07/2019 al 31/12/2019,20,0.12,12,15,1,<0.01,7.9,1.90,246,12,24
Tutte Le Zone,MONTICELLI D'ONGINA,0.06,<1,384,83,0.06,9,559,periodo dal 01/07/2019 al 31/12/2019,33,<0.1,30,1.55,<0.5,0.02,7.7,1.38,370,11,22
Tutte Le Zone,MORFASSO,<0.02,<1,170,16,0.11,2,249,periodo dal 01/07/2019 al 31/12/2019,14,<0.1,24,<1,1,<0.01,8.0,0.63,164,6,7
Tutte Le Zone,NIBBIANO,<0.02,<1,344,96,0.23,7,572,periodo dal 01/07/2019 al 31/12/2019,32,<0.1,18,<1,2,<0.01,7.6,2.56,382,17,48
Tutte Le Zone,OTTONE,<0.02,<1,221,59,0.26,4,346,periodo dal 01/07/2019 al 31/12/2019,20,<0.1,12,<1,1,<0.01,7.7,0.73,222,5,20
Tutte Le Zone,PECORARA,<0.02,<1,357,107,0.14,5,534,periodo dal 01/07/2019 al 31/12/2019,31,<0.1,11,<1,3,<0.01,7.8,1.86,350,7,27
Tutte Le Zone,PIACENZA,<0.02,<1,300,63,0.03,15,523,periodo dal 01/07/2019 al 31/12/2019,28,0.05,30,<1,20,<0.01,7.6,1.04,324,9,18
Tutte Le Zone,PIANELLO VAL TIDONE,<0.02,<1,369,99,0.10,14,710,periodo dal 01/07/2019 al 31/12/2019,35,0.13,25,<1,14,<0.01,7.4,3.79,469,34,90
Tutte Le Zone,PIOZZANO,<0.02,<1,381,104,<0.01,8,721,periodo dal 01/07/2019 al 31/12/2019,36,0.21,24,<1,6,<0.01,7.2,2.98,474,33,101
Tutte Le Zone,PODENZANO,<0.02,0.07,352,88,0.04,12,563,periodo dal 01/07/2019 al 31/12/2019,32,<0.1,25,<1,17,<0.01,7.6,0.96,374,13,29
Tutte Le Zone,PONTE DELL'OLIO,<0.02,<1,284,68,0.12,4,392,periodo dal 01/07/2019 al 31/12/2019,24,<0.1,17,<1,<0.5,<0.01,7.9,1.44,281,10,17
Tutte Le Zone,PONTENURE,<0.02,<1,275,71,0.02,10,490,periodo dal 01/07/2019 al 31/12/2019,27,<0.1,22,<1,17,<0.01,7.6,1.24,319,10,35
Tutte Le Zone,RIVERGARO,<0.02,<1,298,77,<0.01,29,540,periodo dal 01/07/2019 al 31/12/2019,27,0.04,20,<1,15,<0.01,7.5,1.40,343,19,24
Tutte Le Zone,ROTTOFRENO,<0.02,<1,351,107,0.06,13,663,periodo dal 01/07/2019 al 31/12/2019,35,0.07,21,<1,29,<0.01,7.4,2.33,449,21,69
Tutte Le Zone,SAN GIORGIO PIACENTINO,<0.02,<1,318,88,0.06,7,534,periodo dal 01/07/2019 al 31/12/2019,30,<0.1,19,<1,15,<0.01,7.5,1.14,352,10,33
Tutte Le Zone,SAN PIETRO IN CERRO,<0.02,<1,420,95,0.10,6,604,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,30,<1,<0.5,<0.01,7.6,1.81,400,9,26
Tutte Le Zone,SARMATO,<0.02,<1,413,142,0.08,26,782,periodo dal 01/07/2019 al 31/12/2019,43,<0.1,18,<1,40,<0.01,7.3,1.78,529,22,65
Tutte Le Zone,TRAVO,<0.02,<1,197,51,0.01,20,392,periodo dal 01/07/2019 al 31/12/2019,18,<0.1,12,<1,2,<0.01,7.9,1.38,230,17,27
Tutte Le Zone,VERNASCA,<0.02,<1,242,67,0.02,12,402,periodo dal 01/07/2019 al 31/12/2019,22,<0.1,12,<1,1,<0.01,7.9,1.76,255,12,19
Tutte Le Zone,VIGOLZONE,<0.02,<1,270,58,0.11,6,396,periodo dal 01/07/2019 al 31/12/2019,24,0.08,23,<1,7,<0.01,7.8,0.76,274,8,16
Tutte Le Zone,VILLANOVA SULL'ARDA,<0.02,<1,427,89,0.05,8,595,periodo dal 01/07/2019 al 31/12/2019,34,0.03,29,<1,<0.5,<0.01,7.6,1.29,390,15,13
Tutte Le Zone,ZERBA,<0.02,<1,172,52,0.26,3,255,periodo dal 01/07/2019 al 31/12/2019,14,<0.1,4,<1,2,<0.01,8.3,0.41,160,3,6
Tutte Le Zone,ZIANO PIACENTINO,0.02,<1,420,114,0.10,27,732,periodo dal 01/07/2019 al 31/12/2019,36,0.07,19,6,12,0.06,7.5,2.29,484,39,50
Albinea Tutte Le Altre Zone,ALBINEA,<0.02,<1,359,147,,124,1109,periodo dal 01/07/2019 al 31/12/2019,48,0.13,27,<1,16,<0.01,7.4,3,732,68,181
"Capriolo, Caselline, La Razza",ALBINEA,<0.02,<1,359,147,,124,1109,periodo dal 01/07/2019 al 31/12/2019,48,0.13,27,<1,16,<0.01,7.4,3,732,68,181
Bagnolo In Piano,BAGNOLO IN PIANO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Baiso,BAISO,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Piazzola,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Ghiardo E Zona Industriale,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Bibbiano Centro,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Corniano,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Fossa Di Barco,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Barco E Zona Ind. Barco,BIBBIANO,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Boretto,BORETTO,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
Brescello,BRESCELLO,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
"Campeggio, Tavernetta E Hotel Ilton",BUSANA,<0.02,<1,180,53,0.13,4,285,periodo dal 01/07/2019 al 31/12/2019,15,<0.1,5,<1,<1,<0.01,8.1,<0.5,169,4,16
"Cervarezza, Frassinedolo, C&Agrave; De Ferrari, Casale Di Talada",BUSANA,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Cadelbosco Sopra,CADELBOSCO DI SOPRA,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Campagnola Emilia,CAMPAGNOLA EMILIA,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Campegine,CAMPEGINE,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
Carbonizzo,CANOSSA,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Cerezzola,CANOSSA,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Ciano D'Enza,CANOSSA,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Vico,CANOSSA,<0.02,<1,270,81,,19,498,periodo dal 01/07/2019 al 31/12/2019,26,0.11,14,3,8,<0.01,7.7,4,353,16,54
Canossa Tutte Le Altre Zone,CANOSSA,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Carpineti,CARPINETI,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
S. Donnino,CASALGRANDE,<0.02,<1,359,147,,124,1109,periodo dal 01/07/2019 al 31/12/2019,48,0.13,27,<1,16,<0.01,7.4,3,732,68,181
Casalgrande Tutte Le Altre Zone,CASALGRANDE,<0.02,<1,181,129,,202,1202,periodo dal 01/07/2019 al 31/12/2019,40,<0.1,18,<1,4,<0.01,7.8,3,781,107,234
Via Statuaria Dal Rio Riazzone A Piazza Spinelli,CASALGRANDE,<0.02,<1,359,147,,124,1109,periodo dal 01/07/2019 al 31/12/2019,48,0.13,27,<1,16,<0.01,7.4,3,732,68,181
Casina,CASINA,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Roteglia,CASTELLARANO,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Castellarano Tutte Le Altre Zone,CASTELLARANO,<0.02,<1,181,129,,202,1202,periodo dal 01/07/2019 al 31/12/2019,40,<0.1,18,<1,4,<0.01,7.8,3,781,107,234
Castelnovo Sotto,CASTELNOVO DI SOTTO,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
Castelnovo Ne' Monti,CASTELNOVO NE' MONTI,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Corte Tegge,CAVRIAGO,<0.02,<1,382,128,,34,728,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,15,<1,29,<0.01,7.5,2,473,21,49
Zona Ind. Corte Tegge,CAVRIAGO,<0.02,<1,382,128,,34,728,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,15,<1,29,<0.01,7.5,2,473,21,49
Cavriago Tutte Le Altre Zone,CAVRIAGO,<0.02,<1,366,120,,29,682,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,14,<1,27,<0.01,7.4,2,439,18,48
Cerreto Alpi,COLLAGNA,<0.02,<1,74,18,,4,113,periodo dal 01/07/2019 al 31/12/2019,5,<0.1,1,<1,<1,<0.01,8.1,<0.5,68,2,8
Cerreto Lago,COLLAGNA,<0.02,<1,66,17,,3,104,periodo dal 01/07/2019 al 31/12/2019,5,<0.1,1,<1,1.0,<0.01,7.8,<0.5,70,3,11
Cerreto Passo,COLLAGNA,<0.02,<1,66,17,,3,104,periodo dal 01/07/2019 al 31/12/2019,5,<0.1,1,<1,1.0,<0.01,7.8,<0.5,70,3,11
Collagna Centro,COLLAGNA,<0.02,<1,88,104,0.09,5,552,periodo dal 01/07/2019 al 31/12/2019,31,0.15,12,<1,<1,<0.01,8.0,<0.5,465,3,244
Oratorio,COLLAGNA,<0.02,<1,74,18,,4,113,periodo dal 01/07/2019 al 31/12/2019,5,<0.1,1,<1,<1,<0.01,8.1,<0.5,68,2,8
Ponte Del Barone,COLLAGNA,<0.02,<1,74,18,,4,113,periodo dal 01/07/2019 al 31/12/2019,5,<0.1,1,<1,<1,<0.01,8.1,<0.5,68,2,8
Valbona,COLLAGNA,<0.02,<1,205,80,0.08,3,409,periodo dal 01/07/2019 al 31/12/2019,24,<0.1,10,<1,<1,<0.01,8.0,0.5,276,8,73
Vallisnera Di Sopra,COLLAGNA,<0.02,<1,228,69,,5,381,periodo dal 01/07/2019 al 31/12/2019,21,<0.1,9,<1,<1,<0.01,8.0,<0.5,227,5,33
Vallisnera Di Sotto,COLLAGNA,<0.02,<1,228,69,,5,381,periodo dal 01/07/2019 al 31/12/2019,21,<0.1,9,<1,<1,<0.01,8.0,<0.5,227,5,33
Cavallerina,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Colombarone,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Correggio Centro,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Ponte Dell'Agrato,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Prato,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
S. Biagio,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Viazza,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Villaggio Artigiano,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Zona Industriale Correggio,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Zone Rimanenti Correggio,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Fazzano Oltre I Civ 30 E 63 Di Via Fazzano,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Il Ghetto,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Lemizzone,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Casino Tirelli,CORREGGIO,<0.02,<1,253,135,,149,1117,periodo dal 01/07/2019 al 31/12/2019,42,<0.1,19,<1,17,<0.01,7.6,2,732,85,203
Fazzano Fino Ai Civ 30 E 63 Di Via Fazzano,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Prato Zona Industriale,CORREGGIO,<0.02,<1,382,128,,34,728,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,15,<1,29,<0.01,7.5,2,473,21,49
Bernolda,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Budrio,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Canolo,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Fosdondo,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Giardino,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Mandrio,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Mandriolo,CORREGGIO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Tutte Le Zone,FABBRICO,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Zone A Nord Dell'Autostrada,GATTATICO,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
Zone A Sud Dell'Autostrada,GATTATICO,<0.02,<1,300,89,,24,562,periodo dal 01/07/2019 al 31/12/2019,28,<0.1,14,<1,10,<0.01,7.7,2,337,19,45
Gualtieri E Tutte Le Altre Zone,GUALTIERI,<0.02,<1,357,107,,53,755,periodo dal 01/07/2019 al 31/12/2019,36,<0.1,22,<1,25,<0.01,7.6,2,465,34,56
Santa Vittoria E Zona Industriale Di Gualtieri,GUALTIERI,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Baccanello,GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
CÀ De Frati (S. Giacomo),GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
Carrobioli,GUASTALLA,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Case Fangaia (S. Giacomo),GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
Cerchietto (S. Martino),GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
Guastalla Centro,GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
La Madonnina,GUASTALLA,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
Nizzola,GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
S. Giacomo E Zona Industriale Di S.Giacomo,GUASTALLA,<0.02,<1,409,137,,43,805,periodo dal 01/07/2019 al 31/12/2019,42,0.06,20,<1,29,<0.01,7.4,2,498,19,55
S. Giorgio,GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
S. Girolamo,GUASTALLA,0.07,<1,449,103,,19,702,periodo dal 01/07/2019 al 31/12/2019,38,<0.1,29,<1,8,<0.01,7.5,2,401,19,24
