alias_city,alias_address
Abbadia Lariana,VICOLO STRETTO
Abbadia Lariana,VIA CARLANTA (RESINELLI - ABB)
Abbadia Lariana,VIA BELLAVISTA (RESINELLI-ABB)
Abbadia Lariana,VIA LOCATELLI (RESINELLI-ABB)
Abbadia Lariana,VIA ESCURSIONISTI (RESINELLI)
Abbadia Lariana,VIA CARISSIMI (RESINELLI)
Abbadia Lariana,VIA CAIMI (RESINELLI)
Abbadia Lariana,VIA DEL RAM (RESINELLI)
Abbadia Lariana,VIA MIRAGGI
Abbadia Lariana,VIA AI FAGGI (RESINELLI)
Abbadia Lariana,VIA ASINERA (RESINELLI)
Abbadia Lariana,VIA ROCCOLO (RESINELLI)
Abbadia Lariana,VIA PRIVATA PIAZZA
Abbadia Lariana,VIA PORTA
Abbadia Lariana,P.ZZA DELLA CHIESA (RESINELLI)
Abbadia Lariana,VIA DON ONORIO (RESINELLI)
Abbadia Lariana,VIA LUNGO LARIO
Abbadia Lariana,VIA SAN GIORGIO
Abbadia Lariana,P.LE MINIERE (RESINELLI)
Abbadia Lariana,LOC. PIANI RESINELLI
Abbadia Lariana,VIA BADONI (RESINELLI)
Abbadia Lariana,VIA DEL PORTICHETTO
Airuno,FRAZ. CERE'
Airuno,LOC. FABENE
Airuno,LOC. GIBELLO
Airuno,LOC. PRADA
Airuno,LOC. ROCCA
Airuno,LOC. TAJELLO
Airuno,P.LE STAZIONE
Airuno,PIAZZA A. MANZONI
Airuno,PIAZZA FENAROLI
Airuno,PIAZZA IV NOVEMBRE
Airuno,PIAZZA RESEGONE
Airuno,PIAZZA ROMA
Airuno,VIA A. VOLTA
Airuno,VIA ADDA
Airuno,VIA AI CAMPI
Airuno,VIA ALLA CHIESA
Airuno,VIA ARCHIMEDE
Airuno,VIA CAPPELLETTA
Airuno,VIA CARLO CATTANEO
Airuno,VIA CEREINA
Airuno,VIA CESARE PAVESE
Airuno,VIA CONSORZIALE
Airuno,VIA CROCIONE
Airuno,VIA DANTE
Airuno,VIA DAVID MARIA TUROLDO
Airuno,VIA DEI NOBILI
Airuno,VIA DEL DONATORE
Airuno,VIA DELLA VERGINE
Airuno,VIA DON. G. SOLARO
Airuno,VIA E. TOTI
Airuno,VIA EUROPA
Airuno,VIA F.LLI KENNEDY
Airuno,VIA FRANCESCO PETRARCA
Airuno,VIA G. CARDUCCI
Airuno,VIA G. DONIZETTI
Airuno,VIA G. PASCOLI
Airuno,VIA G. ROSSINI
Airuno,VIA G. VERDI
Airuno,VIA GIACOMO MATTEOTTI
Airuno,VIA GIANNI RODARI
Airuno,VIA GIUSEPPE DI VITTORIO
Airuno,VIA GIUSEPPE UNGARETTI
Airuno,VIA ISONZO
Airuno,VIA ITALIA
Airuno,VIA PIAVE
Airuno,VIA PIZZAGALLI MAGNO
Airuno,VIA POSTALE VECCHIA
Airuno,VIA PRIVATA G. MARCONI
Airuno,VIA SAN FRANCESCO
Airuno,VIA SAN GENESIO
Airuno,VIA SAN GIOVANNI
Airuno,VIA SANDRO PERTINI
Airuno,VIA SS. COSMA E DAMIANO
Airuno,VIA STATALE
Airuno,VIA TOLSERA
Airuno,VIA VITTORIO EMANUELE II
Airuno,VIA VITTORIO VENETO
Airuno,VIA XXV APRILE
Airuno,V.LE DELLA LIBERTA'
Airuno,V.LE PRIMO MAGGIO
Airuno,VICOLO SAN GIOVANNI
Airuno,STRADA PER PEDALADDA
Airuno,LOC. AIZURRO
Airuno,VIA LEONARDO DA VINCI
Annone Brianza,VIA SANT'ANTONIO
Annone Brianza,P.ZA ALDO MORO
Annone Brianza,VIA CIMITERO
Annone Brianza,VIA CABELLA LATTUADA
Annone Brianza,P.LE DONATORI DI SANGUE
Annone Brianza,VIA CASTELLO
Annone Brianza,VIA A. MANZONI
Annone Brianza,VIA DONZENO
Annone Brianza,VIA PROVINCIALE
Annone Brianza,VIA AI PASCOLI
Annone Brianza,VIA REPUBBLICA
Annone Brianza,VIA PRIMO MAGGIO
Annone Brianza,VIA XXV APRILE
Annone Brianza,VIA PER LA PONCIA
Annone Brianza,VIA LECCO
Annone Brianza,VIA GIUSEPPE PARINI
Annone Brianza,STR. DI CIRCONVALLAZIONE
Annone Brianza,VIA SAN CRISTOFORO
Annone Brianza,V.LO CHIUSO
Annone Brianza,V.LO CARENNI
Annone Brianza,VIA PONTE
Annone Brianza,VIA FORNACE
Annone Brianza,P.ZA COMUNALE
Annone Brianza,VIA FONTANA
Annone Brianza,VIA PESCHERINO
Annone Brianza,P.ZA CHIESA
Annone Brianza,VIA SAN GIORGIO
Annone Brianza,VIA MAGGIORE
Annone Brianza,VIA MINORE
Annone Brianza,V.LO ORTI
Annone Brianza,VIA LAVANDERIA
Annone Brianza,F.NE TASSERA
Annone Brianza,F.NE DONZENO
Annone Brianza,F.NE FORNACE
Annone Brianza,F.NE LA PIANA
Annone Brianza,F.NE PIZZIGHETTONE
Annone Brianza,F.NE PONCIA
Annone Brianza,L.TA' SERENELLA
Annone Brianza,VIA PIO GALLI
Annone Brianza,SS36 DEL LAGO DI COMO E SPLUGA
Ballabio,VIA PRIV.ROCCOLO ALDE' (RESIN)
Ballabio,P.ZZA ASINARA (RESINELLI)
Ballabio,STR. COSTA ADORNA (RESINELLI)
Ballabio,VIA CASSIN (RESINELLI - ABBAD)
Ballabio,VIA CARLANTA (RESINELLI - ABB)
Ballabio,VIA BELLAVISTA (RESINELLI-ABB)
Ballabio,VIA LOCATELLI (RESINELLI-ABB)
Ballabio,VIA ESCURSIONISTI (RESINELLI)
Ballabio,VIA CARISSIMI (RESINELLI)
Ballabio,VIA CAIMI (RESINELLI)
Ballabio,VIA DEL RAM (RESINELLI)
Ballabio,VIA MIRAGGI
Ballabio,VIA AI FAGGI (RESINELLI)
Ballabio,VIA ASINERA (RESINELLI)
Ballabio,VIA ROCCOLO (RESINELLI)
Ballabio,P.ZZA DELLA CHIESA (RESINELLI)
Ballabio,L.TA' PIANCAVALLO
Ballabio,P.ZA DELL'ERA
Ballabio,P.ZA LOCATELLI
Ballabio,P.ZA S. LORENZO
Ballabio,P.ZTA G. MARCONI
Ballabio,VIA A. CONFALONIERI
Ballabio,VIA A. DANTE
Ballabio,VIA A. DE GASPERI
Ballabio,VIA A. GRAMSCI
Ballabio,VIA A. MANZONI
Ballabio,VIA A. MORO
Ballabio,VIA A. SAFFI
Ballabio,VIA A. STOPPANI
Ballabio,VIA A. VOLTA
Ballabio,VIA C. CAVOUR
Ballabio,VIA C. FERRARI
Ballabio,VIA C. MAURI
Ballabio,VIA C. PORTA
Ballabio,VIA C. ALBERTO DALLA CHIESA
Ballabio,VIA CAPRATECCHIO
Ballabio,VIA CARAVEDA
Ballabio,VIA CARROBBIO
Ballabio,VIA CESURA
Ballabio,VIA CINTURINO
Ballabio,VIA CORNIOLA
Ballabio,VIA CORNO DEL NIBBIO
Ballabio,VIA DEGLI ARTIGIANI
Ballabio,VIA DELLA RATTA
Ballabio,VIA DON GIUSEPPE CALVI
Ballabio,VIA E. GALBANI
Ballabio,VIA E. MATTEI
Ballabio,VIA EUROPA
Ballabio,VIA F. TURATI
Ballabio,VIA FIUME
Ballabio,VIA G. FALCONE
Ballabio,VIA G. GARIBALDI
Ballabio,VIA G. MATTEOTTI
Ballabio,VIA G. MAZZINI
Ballabio,VIA G. PARINI
Ballabio,VIA G. SEGANTINI
Ballabio,VIA G. VERDI
Ballabio,VIA GRIGNA
Ballabio,VIA I MAGGIO
Ballabio,VIA J.F. KENNEDY
Ballabio,VIA L. DA VINCI
Ballabio,VIA L. EINAUDI
Ballabio,VIA L.GO S. MARIA
Ballabio,VIA LARIO
Ballabio,VIA LECCO
Ballabio,VIA M. BIAGI
Ballabio,VIA M. D'ANTONA
Ballabio,VIA M. D'AZEGLIO
Ballabio,VIA M. SOLIANI
Ballabio,VIA MAGNANI
Ballabio,VIA MARTINOLA
Ballabio,VIA MILANO
Ballabio,VIA P. BORSELLINO
Ballabio,VIA PADRE DANTE INVERNIZZI
Ballabio,VIA PER MORTERONE
Ballabio,VIA PIAN FONTANA
Ballabio,VIA PIAN RESINELLI
Ballabio,VIA GARELLE
Ballabio,VIA PONTE DEI RE
Ballabio,VIA PRATO CAMINACCIO
Ballabio,VIA PROVINCIALE
Ballabio,VIA RATTI
Ballabio,VIA RISORGIMENTO
Ballabio,VIA ROCCOLO
Ballabio,VIA ROMA
Ballabio,VIA RONCAIOLO
Ballabio,VIA S. PERTINI
Ballabio,VIA STRADELLI
Ballabio,VIA U. BARTESAGHI
Ballabio,VIA V. GIOBERTI
Ballabio,VIA V. MONTI
Ballabio,VIA VALDERIA
Ballabio,VIA VALGRANDE
Ballabio,V.LO PORTONE
Ballabio,VIOTTOLO AI LAVAGGIOLI
Ballabio,STRADA CONS
Ballabio,VIA CAIMI (RESINELLI)
Ballabio,L.TA' GRASSI LUNGHI
Ballabio,STR.COST.ADORNA (RESINELLI-LC)
Ballabio,P.ZZA ASINARA (RESINELLI - LC)
Ballabio,P.ZZA CHIESA (RESINELLI-ABBAD)
Ballabio,VIA AI FAGGI (RESINELLI-ABBAD)
Ballabio,VIA ASINERA (RESINELLI-ABBAD)
Ballabio,VIA BELLAVISTA (RESINELLI-ABB)
Ballabio,VIA CAIMI (RESINELLI-ABBADIA)
Ballabio,VIA CARISSIMI (RESINELLI-ABB)
Ballabio,VIA CARLANTA (RESINELLI-ABBAD)
Ballabio,VIA CASSIN (RESINELLI-ABBADIA)
Ballabio,VIA DEL RAM (RESINELLI-ABBAD)
Ballabio,VIA DON ONORIO (RESINELLI-MAN)
Ballabio,VIA LOCATELLI (RESINELLI-ABB)
Ballabio,VIA PRIV.ROCC.ALDE' (RESIN-LC)
Ballabio,VIA ROCCOLO (RESINELLI-MANDEL)
Ballabio,VIA ROCCOLO (RESINELLI-ABBAD)
Ballabio,VIA ESCURSIONISTI (RESIN-ABB)
Ballabio,VIA ROCCOLO
Ballabio,VIA DEL RAM (RESINELLI)
Ballabio,VIA DON ONORIO
Barzago,LOCALITA' CASCINA PELTRAIO - C
Barzago,P.ZA GIUSEPPE GARIBALDI
Barzago,CASC. UCCELLI
Barzago,VIA ALCIDE DE GASPERI
Barzago,VIA A. MANZONI
Barzago,VIA ALLA PIANA
Barzago,VIA ANTONIO GRAMSCI
Barzago,VIA BELDOSSO
Barzago,VIA BULCIAGO
Barzago,VIA CAMPAGNOLA
Barzago,VIA CANOVA
Barzago,VIA CANTONE
Barzago,VIA CARLO PORTA
Barzago,VIA CESARE CANTU'
Barzago,VIA COMO
Barzago,VIA COMO - SIRTORI
Barzago,VIA COSTA D'ORO
Barzago,VIA DANTE ALIGHIERI
Barzago,VIA DEL POGGIO
Barzago,VIA DEL PRIGOLO
Barzago,VIA DON ANNIBALE GAFFURI
Barzago,VIA DON G. DELL'ACQUA
Barzago,VIA FONTANA
Barzago,VIA FORTE
Barzago,VIA GIACOMO LEOPARDI
Barzago,VIA GIOSUE' CARDUCCI
Barzago,VIA GIUSEPPE PARINI
Barzago,VIA GIUSEPPE VERDI
Barzago,VIA I MAGGIO
Barzago,VIA JOHN F. KENNEDY
Barzago,VIA LA SANTA
Barzago,VIA LECCO
Barzago,VIA LUIGI CABIATI
Barzago,VIA MANSUETO PIROTTA
Barzago,VIA MILANO
Barzago,VIA PEROTTO
Barzago,VIA ROBARELLO
Barzago,VIA ROMA
Barzago,VIA SACRO CUORE
Barzago,VIA SAN GIUSEPPE
Barzago,VIA SANDRO PERTINI
Barzago,VIA SANTUARIO INFERIORE
Barzago,VIA SANTUARIO SUPERIORE
Barzago,VIA STATALE
Barzago,VIA VERDEGO'
Barzago,VIA VIGNATE
Barzago,VIA VITTORIO ALFIERI
Barzago,VIA XXV APRILE
Barzago,V.LE RIMEMBRANZE
Barzago,LOC. PRATOBEVERA
Barzano,LARGO DIAZ
Barzano,VIA CADORNA
Barzano,VIA CAMPAGNOLA
Barzano,VIA CAPPELLETTA
Barzano,VIA CASSINETTA
Barzano,VIA CASTELLO
Barzano,VIA COLOMBO
Barzano,VIA DEI MILLE
Barzano,VIA DEI TIGLI
Barzano,VIA DELLA MADONNINA
Barzano,VIA DELLA SELVA
Barzano,VIA DELLE BETULLE
Barzano,VIA DELLE ORTENSIE
Barzano,VIA DELL'OLMO
Barzano,VIA DON RINALDO BERETTA
Barzano,VIA DONIZETTI
Barzano,VIA ELENA LUCREZIA CORNARO
Barzano,VIA FERRARI
Barzano,VIA GALILEI
Barzano,VIA GARIBALDI
Barzano,VIA PAPA GIOVANNI XXIII
Barzano,VIA GRAMSCI
Barzano,VIA GRANDI
Barzano,VIA I MAGGIO
Barzano,VIA INTERNA
Barzano,VIA IV NOVEMBRE
Barzano,VIA L. DA VINCI
Barzano,VIA MARCONI
Barzano,VIA MATTEOTTI
Barzano,VIA MAZZINI
Barzano,VIA MONS. COLLI
Barzano,VIA MONTEROSA
Barzano,VIA ORIANO
Barzano,VIA PALADINI
Barzano,VIA PARINI
Barzano,VIA PER BARZANO'
Barzano,VIA PIROVANO
Barzano,VIA PREBONE
Barzano,VIA PRIVATA SACCHI
Barzano,VIA RISORGIMENTO
Barzano,VIA ROMA
Barzano,VIA SIRTORI
Barzano,VIA STABILIMENTO FIGLIODONI
Barzano,VIA VERDI
Barzano,VIA VOLTA
Barzano,VIA XX SETTEMBRE
Barzano,VIA XXV APRILE
Barzano,V.LE MANARA
Barzano,VICOLO GALLIANI
Barzano,VICOLO TORRE
Barzano,PIAZZA MERCATO
Barzio,LOC. BALISIO
Barzio,LOC. BELVEDERE
Barzio,LOC. CESURA
Barzio,LOC. GESOLO(BIV.GRUPPO ALPINI)
Barzio,LOC. LA PIAZZA
Barzio,LOC. MULINO
Barzio,LOC. NAVA
Barzio,LOC. PIANI DI BOBBIO
Barzio,LOC. SORCA'
Barzio,P.TA ARRIGONI MAROCCO ENRICO
Barzio,P.ZA ALPINO ANGELO CASARI
Barzio,P.ZA CAVOUR
Barzio,P.ZA COMUNALE
Barzio,P.ZA GARIBALDI
Barzio,VIA AI MONTI
Barzio,VIA AL PISO
Barzio,VIA AL PORTONE
Barzio,VIA AL POZZO
Barzio,VIA ALLE FUCINE
Barzio,VIA AROLA
Barzio,VIA ARRIGONI GUARISCA
Barzio,VIA ASSUNTA
Barzio,VIA BARUFFALDI TRANQUILLO
Barzio,VIA BERGAMINI
Barzio,VIA BERNIGA
Barzio,VIA BUZZONI CLEMENTE
Barzio,VIA CANTELIBERTO
Barzio,VIA CARAPE
Barzio,VIA CENTRALE
Barzio,VIA COLAGRO
Barzio,VIA CONCENEDO
Barzio,VIA CORSI LUIGI
Barzio,VIA CROCETTA SUPERIORE
Barzio,VIA DANTE
Barzio,VIA FORNACI MERLO
Barzio,VIA INTROBIO
Barzio,VIA MADONNINA
Barzio,VIA MANZONI ACHILLE
Barzio,VIA MANZONI A.
Barzio,VIA MANZONI ERCOLE
Barzio,VIA MANZONI FRANCESCA
Barzio,VIA MANZONI ING. ANGELO
Barzio,VIA MANZONI IPPOLITO
Barzio,VIA MARTIRI PATRIOTI
Barzio,VIA MARTIRI PATRIOTI BARZIESI
Barzio,VIA MAZZINI
Barzio,VIA MILANO
Barzio,VIA PARROCCHIALE
Barzio,VIA PER MOGGIO
Barzio,VIA PRATERINO
Barzio,VIA PRATOBUSCANTE
Barzio,VIA PRATOLAMPADA
Barzio,VIA PRIV. BUZZONI CLEMENTE
Barzio,VIA PRIV. CANTELLO
Barzio,VIA PRIV. CASTAGNETI
Barzio,VIA PRIV. COLDOGNA
Barzio,VIA PRIV. COLDOGNETTA
Barzio,VIA PRIV. COMBI P.
Barzio,VIA PRIV. CROCETTA INFERIORE
Barzio,VIA PRIV. DA VIA AROLA
Barzio,VIA PRIV. DA VIA BERGAMINI
Barzio,VIA PRIV. FIENIL NUOVO
Barzio,VIA PRIV. GAGGIO
Barzio,VIA PRIV. GIOVANNI XXIII
Barzio,VIA PRIV. LARIO
Barzio,VIA PRIV. LEGNANI EGIDIO
Barzio,VIA PRIV. PLATI FRANCESCO
Barzio,VIA PRIV. ROSSI BERNARDINO
Barzio,VIA NOCCOLI
Barzio,VIA PROVINCIALE
Barzio,VIA ROBIASCA
Barzio,VIA ROMA
Barzio,VIA SACCHI GIOVENALE
Barzio,VIA S. EUSTACHIO
Barzio,VIA SCANDELLA PAOLO
Barzio,VIA SOTTORIPE
Barzio,VIA TODESCHINI GIOVANNI
Barzio,VIA VALLICELLO
Barzio,VIA VALTORTA
Barzio,V.LO DELLA LUNA
Barzio,V.LO DELLE STELLE
Barzio,V.LO PRETE ARRIGONI GIOVANNI
Barzio,VIA MONCUCCO
Barzio,LOC. CAPANNINE
Barzio,VIA BIANCOLINA
Barzio,V.LO DEL SOLE
Bellano,FR. BIOSIO
Bellano,FR. PORTONE
Bellano,FR. BONZENO
Bellano,FR. BONZENO - LOC RONCAA
Bellano,FR. BONZENO - LOC RONCALETTO
Bellano,FR. BONZENO - LOC SERRAROLA
Bellano,FR. COSTA
Bellano,FR. GORA
Bellano,FR. GRABBIA
Bellano,FR. GRABBIA - LOC BOLDINA
Bellano,FR. LEZZENO
Bellano,FR. LEZZENO - LOC BERSAGLIO
Bellano,FR. LEZZENO - LOC MASMA
Bellano,FR. OMBRIACO
Bellano,FR. OMBRIACO-L.TA' COLOMBERA
Bellano,FR. OMBRIACO-L.TA' AI PIANI
Bellano,FR. OMBRIACO-L.TA' CAGLIO
Bellano,FR. OMBRIACO-L.TA' CAIETO
Bellano,FR. OMBRIACO-L.TA' CASTELLO
Bellano,FR. OMBRIACO-L.TA' CEPPA
Bellano,NON UTILIZ.COD.CORRETTO 12198
Bellano,FR. OMBRIACO - LOC FOPA
Bellano,FR. OMBRIACO - LOC MASMA
Bellano,FR. OMBRIACO - LOC RONCHI
Bellano,FR. OMBRIACO - LOC RONCHINO
Bellano,FR. OMBRIACO - LOC RONCO
Bellano,FR. OMBRIACO - LOC RONDINO
Bellano,FR. OMBRIACO - LOC SCUOLA
Bellano,FR. OMBRIACO - LOC SGABELLINO
Bellano,FR. ORO
Bellano,FR. ORO - LOC BARCONA
Bellano,FR. ORO - LOC PERNICE
Bellano,FR. ORO - LOC VIGNA
Bellano,FR. PENDAGLIO
Bellano,FR. PENDAGLIO - LOC CA' NOA
Bellano,FR. PENNASO
Bellano,FR. PERNICE
Bellano,FR. PRADELLO
Bellano,FR. PRADELLO - LOC 4 STRADE
Bellano,FR. PRADELLO - LOC BRIGADA
Bellano,FR. PRADELLO - LOC CAMOLDONE
Bellano,FR. PRADELLO - LOC QUAI
Bellano,FR. PRADELLO - PZZA BALLARINO
Bellano,FR. RIVALBA
Bellano,FR. VALLETTA
Bellano,FR. VALLETTA - LOC BODEGA
Bellano,FR. VERGINATE
Bellano,FR. VERGINATE - LOC RONCHETTO
Bellano,LOC. PONTE ORO
Bellano,P.ZA S. GIORGIO
Bellano,P.ZA S. MARTA
Bellano,P.ZA VERDI
Bellano,S.DA NUOVA PER LEZZENO
Bellano,STR. N.VA PER ORO
Bellano,STR. N.VA PER ORO - LOC SCEGLI
Bellano,V.LE T. GROSSI
Bellano,VIA VILLAGGIO GIARDINO
Bellano,VIA AL CA'
Bellano,VIA AL SANTUARIO
Bellano,VIA ALLA BINDA
Bellano,VIA BALBIANI
Bellano,VIA BOLDONI
Bellano,VIA CAPPELLA CIMITERO
Bellano,VIA CARLO ALBERTO
Bellano,VIA CAVOUR
Bellano,VIA COLICO
Bellano,VIA COLOMBERA
Bellano,VIA DELL'ACHILLE
Bellano,VIA GAVAZZI
Bellano,VIA LECCO
Bellano,VIA LECCO - LOC BOGINO
Bellano,VIA LEZZENO - LOC.PESSINA
Bellano,VIA LORETI
Bellano,VIA MANZONI
Bellano,VIA MARINAI D'ITALIA
Bellano,VIA MARTIRI DELLA LIBERTA'
Bellano,VIA NOVARENO
Bellano,VIA PAPA GIOVANNI XXIII
Bellano,VIA PARINI
Bellano,VIA PER BIOSIO
Bellano,VIA PER COLICO
Bellano,VIA PER LEZZENO
Bellano,VIA PLINIO
Bellano,VIA PONTE ORO
Bellano,VIA PORTA
Bellano,VIA PRADEGIANA
Bellano,VIA PRIVATA DENTI
Bellano,VIA S. G. BOSCO
Bellano,VIA S. NICOLAO
Bellano,VIA S. ROCCO
Bellano,VIA SAN GRATO - LOC. VENDROGNO
Bellano,VIA SOTTOPASSAGGIO
Bellano,VIA STOPPANI
Bellano,VIA S. PERTINI
Bellano,VIA TACENO
Bellano,VIA VENETO
Bellano,VIA VOLTA
Bellano,VIA XX SETTEMBRE
Bellano,STRADA PROVINCIALE SP62
Bellano,VIA LOMBARDI LUCIANO
Bellano,LOC. CORECCO
Bellano,LOC. TRE MADONNE
Bellano,VIA XXV APRILE
Bosisio Parini,P.ZA DELL'OSPEDALE
Bosisio Parini,P.ZA PADRE E. MAURI
Bosisio Parini,P.ZA G. PARINI
Bosisio Parini,P.ZA VITTORIA
Bosisio Parini,VIA AL LAGO
Bosisio Parini,VIA ALLA CHIESA
Bosisio Parini,VIA APPIANI ANDREA
Bosisio Parini,VIA APPIANI BENIAMINO
Bosisio Parini,VIA BAGATTI DON SALVATORE
Bosisio Parini,VIA BELVEDERE
Bosisio Parini,VIA BONFANTI INNOCENTE
Bosisio Parini,VIA BRIANZA
Bosisio Parini,VIA CALCHIROLA
Bosisio Parini,VIA CANEVE'
Bosisio Parini,VIA CARREGGIO
Bosisio Parini,VIA CERCE'
Bosisio Parini,VIA COLOMBE'
Bosisio Parini,VIA DEI LIVELLI
Bosisio Parini,VIA DEL CAMINANZ
Bosisio Parini,VIA EUPILIO
Bosisio Parini,VIA EUROPA UNITA
Bosisio Parini,VIA G.PENASA
Bosisio Parini,VIA GIULINI
Bosisio Parini,VIA IV NOVEMBRE
Bosisio Parini,VIA LEOPARDI GIACOMO
Bosisio Parini,VIA A. MANZONI
Bosisio Parini,VIA MONZA DON LUIGI
Bosisio Parini,VIA PARINI GIUSEPPE
Bosisio Parini,VIA PASCOLO
Bosisio Parini,VIA POSPAGLIARO
Bosisio Parini,VIA POZZOLO
Bosisio Parini,VIA ROMA
Bosisio Parini,VIA SAN GAETANO
Bosisio Parini,VIA SAN GIUSEPPE
Bosisio Parini,VIA SANT'AMBROGIO
Bosisio Parini,VIA SCERE'
Bosisio Parini,VIA TRENTO
Bosisio Parini,VIA TRIESTE
Bosisio Parini,VIA VITTORIO VENETO
Bosisio Parini,VICOLO ARNABOLDI
Bosisio Parini,VICOLO CARPANI
Bosisio Parini,VICOLO CASA PARINI
Bosisio Parini,VICOLO CHIUSO
Bosisio Parini,VICOLO CHIUSO DI GARBAGNATE RO
Bosisio Parini,VICOLO COLOMBO
Bosisio Parini,VICOLO MINONZIO
Bosisio Parini,VICOLO RATTI
Bosisio Parini,VICOLO SCALOTTA
Bosisio Parini,VICOLO STELLA
Bosisio Parini,VIA ENRICO BERLINGUER
Bosisio Parini,VIA GIORGIO AMBROSOLI
Bosisio Parini,VIA S. VINCENZO DE PAOLI
Bosisio Parini,VIA A. VOLTA
Bosisio Parini,VIA COMARCIA
Bosisio Parini,VIA DON GIACINTO DE FIORI
Bosisio Parini,VIA GIUSEPPE CARPANI
Bosisio Parini,VIA GIUSEPPE TERZOLI
Bosisio Parini,VIA SABINA
Bosisio Parini,VIA LUIGI ROTA
Bosisio Parini,VIA G. PERLASCA
Bosisio Parini,VIA S. PERTINI
Bosisio Parini,VIA G. SEGANTINI
Bosisio Parini,VIA DONATORI DI SANGUE
Bosisio Parini,VIA DON F. VIGANO'
Bosisio Parini,P.ZA PRE CAMPEL
Bosisio Parini,VIA ZAIRA SPREAFICO
Bosisio Parini,VIA GIUSEPPE RODA
Brivio,FRAZIONE CANOSSE
Brivio,FRAZIONE FOPPALUERA
Brivio,FRAZIONE MOLINAZZO
Brivio,FRAZIONE PALAZZETTO
Brivio,FRAZIONE TOFFO
Brivio,FRAZIONE VACCAREZZA VECCHIA
Brivio,LOCALITA' BELLA VENEZIA
Brivio,LOCALITA' LOC.RONCHETTO
Brivio,LOCALITA' MOLTIRONE
