alias_city,alias_address,urlReport
CARBONARA AL TICINO,C-Carbonara al Ticino,http://www.paviaacque.it/wp-content/uploads/2017/11/Carbonara-1.pdf
CASATISMA,CASATISMA,http://www.paviaacque.it/wp-content/uploads/2017/11/Casatisma.pdf
CASEI GEROLA,CASEI GEROLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Casei_Gerola-1.pdf
CASORATE PRIMO,CASORATE PRIMO,http://www.paviaacque.it/wp-content/uploads/2017/11/Casorate_Primo-1.pdf
CASSOLNOVO,CASSOLNOVO,http://www.paviaacque.it/wp-content/uploads/2017/11/Cassolnovo_Tornura-2.pdf
CASTANA,CASTANA,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
CASTEGGIO,CASTEGGIO,http://www.paviaacque.it/wp-content/uploads/2017/11/Casteggio-2.pdf
CASTELLETTO DI BRANDUZZO,CASTELLETTO DI BRANDUZZO,http://www.paviaacque.it/wp-content/uploads/2017/11/Castelletto_di_Barnduzzo.pdf
CASTELLO D’AGOGNA,Verifica : PO0180399UIM04 - Castello d'Agogna-,http://www.paviaacque.it/wp-content/uploads/2017/11/1901863_Verifica-_-Castello-d-Agogna-out-accumulo.pdf
CASTELNOVETTO,,http://www.paviaacque.it/wp-content/uploads/2017/11/Castelnovetto-1.pdf
CAVA MANARA,R-Cava Manara via Giordano Bruno -,http://www.paviaacque.it/wp-content/uploads/2017/11/Cava-Manara_Via_Bruno.pdf
CECIMA,CECIMA,http://www.paviaacque.it/wp-content/uploads/2017/11/Cecima-2.pdf
CERANOVA,C-Ceranova,http://www.paviaacque.it/wp-content/uploads/2017/11/Ceranova-3.pdf
CERETTO LOMELLINA,,http://www.paviaacque.it/wp-content/uploads/2017/11/1902266_Verifica-_-Ceretto-out-impianto.pdf
CERGNAGO,Verifica : PO0180459UIM01 - Cergnago-out,http://www.paviaacque.it/wp-content/uploads/2017/11/1901455_Verifica-_-PO0180459UIM01-Cergnago-out-impianto.pdf
CERTOSA DI PAVIA,C-Certosa di Pavia Zona Monumento,http://www.paviaacque.it/wp-content/uploads/2017/11/Certosa-di-Pavia-1.pdf
CERVESINA,C-Cervesina - via Garibaldi,http://www.paviaacque.it/wp-content/uploads/2017/11/Cervesina-3.pdf
CHIGNOLO PO,CHIGNOLO PO,http://www.paviaacque.it/wp-content/uploads/2017/11/chignolo-po-dicembre-2019.pdf
CIGOGNOLA,CIGOGNOLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Cigognola.pdf
CILAVEGNA,Verifica : PO0180509UIM03 - Cilavegna Via di,http://www.paviaacque.it/wp-content/uploads/2017/11/1902272_Verifica-_-Cilavegna-Via-di-Vittorio-out-impianto-1.pdf
CODEVILLA,CODEVILLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Codevilla-2.pdf
CONFIENZA,Verifica : PO0180529UIM02 - Confienza-out,http://www.paviaacque.it/wp-content/uploads/2017/11/1901465_Verifica-_-Confienza-out-accumulo.pdf
COPIANO,COPIANO,http://www.paviaacque.it/wp-content/uploads/2017/11/copiano-dicembre-2019.pdf
CORNALE,C-Cornale e Bastida - via Giuseppe Garibaldi -,http://www.paviaacque.it/wp-content/uploads/2017/11/Cornale-e-Bastida.pdf
CORTEOLONA,C-Corteolona e Genzone - via De Gasperi -,http://www.paviaacque.it/wp-content/uploads/2017/11/Corteolona-e-Genzone-2.pdf
CORVINO SAN QUIRICO,C-Corvino San Quirico - via Marconi -,http://www.paviaacque.it/wp-content/uploads/2017/11/Corvino.pdf
COSTA DE’ NOBILI,COSTA DE’ NOBILI,http://www.paviaacque.it/wp-content/uploads/2017/11/Costa_De_Nobili.pdf
COZZO,COZZO,http://www.paviaacque.it/wp-content/uploads/2017/11/Candia-9.pdf
CURA CARPIGNANO,C-Cura Carpignano,http://www.paviaacque.it/wp-content/uploads/2017/11/Cura-Carpignano-1.pdf
FERRERA ERBOGNONE,FERRERA ERBOGNONE,http://www.paviaacque.it/wp-content/uploads/2017/11/Ferrera_Erbognone-2.pdf
FILIGHERA,C-Belgioioso,http://www.paviaacque.it/wp-content/uploads/2019/05/Belgioioso-1.pdf
FRASCAROLO,FRASCAROLO,http://www.paviaacque.it/wp-content/uploads/2017/11/Frascarolo.pdf
GALLIAVOLA,GALLIAVOLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Galliavola-1.pdf
GAMBARANA,GAMBARANA,http://www.paviaacque.it/wp-content/uploads/2017/11/Gambarana-1.pdf
GAMBOLO’,GAMBOLO’,http://www.paviaacque.it/wp-content/uploads/2017/11/Gambolo.pdf
GARLASCO,GARLASCO,http://www.paviaacque.it/wp-content/uploads/2017/11/Garlasco_Palazzetto-1.pdf
GENZONE,C-Corteolona e Genzone - via De Gasperi -,http://www.paviaacque.it/wp-content/uploads/2017/11/Corteolona-e-Genzone-2.pdf
GERENZAGO,C-Gerenzago - via Inverno - SE0180719U0001,http://www.paviaacque.it/wp-content/uploads/2017/11/Gerenzago-1.pdf
GIUSSAGO,C-Giussago,http://www.paviaacque.it/wp-content/uploads/2017/11/Giussago-Baselica-Bologna.pdf
GIUSSAGO,"C-Giussago - Piazza del Volontariato, 1 -",http://www.paviaacque.it/wp-content/uploads/2017/11/Giussago-Guinzano.pdf
GIUSSAGO,"C-Giussago - Via Giuseppe Garibaldi, 38 -",http://www.paviaacque.it/wp-content/uploads/2017/11/Giussago-Novedo.pdf
GODIASCO,,http://www.paviaacque.it/wp-content/uploads/2017/11/Godiasco-Salice-Terme-Via-E.-Montale.pdf
GODIASCO,R-Godiasco Salice Terme - strada Cá Garello,http://www.paviaacque.it/wp-content/uploads/2017/11/Godiasco-Salice-Terme-Strada-C%C3%A0-Garello.pdf
GOLFERENZO,,http://www.paviaacque.it/wp-content/uploads/2017/11/Golferenzo.pdf
GRAVELLONA LOMELLINA,C-Gravellona Lomellina - Via Marx -,http://www.paviaacque.it/wp-content/uploads/2017/11/Gravellona-Via-Marx.pdf
GRAVELLONA LOMELLINA,C-Gravellona Lomellina - via XX Settembre -,http://www.paviaacque.it/wp-content/uploads/2017/11/Gravellona-Via-XX-Settembre.pdf
GROPELLO CAIROLI,GROPELLO CAIROLI,http://www.paviaacque.it/wp-content/uploads/2017/11/Gropello-3.pdf
INVERNO E MONTELEONE,INVERNO E MONTELEONE,http://www.paviaacque.it/wp-content/uploads/2017/11/Inverno_Monteleone.pdf
LANDRIANO,LANDRIANO,http://www.paviaacque.it/wp-content/uploads/2017/11/landriano-dicembre-2019.pdf
LANGOSCO,C-Langosco - Via Garibaldi / v.lo Gambarana -,http://www.paviaacque.it/wp-content/uploads/2017/11/Langosco-5.pdf
LARDIRAGO,LARDIRAGO,http://www.paviaacque.it/wp-content/uploads/2017/11/Lardirago-1.pdf
LINAROLO,C-Linarolo,http://www.paviaacque.it/wp-content/uploads/2017/11/Linarolo-3.pdf
LIRIO,LIRIO,http://www.paviaacque.it/wp-content/uploads/2017/11/Lirio.pdf
LOMELLO,C-Lomello Piazza Castello - PO0180839UIM02,http://www.paviaacque.it/wp-content/uploads/2017/11/Lomello-4.pdf
LUNGAVILLA,LUNGAVILLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Lungavilla-1.pdf
MAGHERNO,MAGHERNO,http://www.paviaacque.it/wp-content/uploads/2017/11/magherno-dicembre-2019.pdf
MARCIGNAGO,C-Marcignago,http://www.paviaacque.it/wp-content/uploads/2017/11/Marcignago-5.pdf
MARZANO,MARZANO,http://www.paviaacque.it/wp-content/uploads/2017/11/marzano-dicembre-2019.pdf
MEDE,,http://www.paviaacque.it/wp-content/uploads/2017/11/Mede-1.pdf
MEDE,C-Mede - Frazione Tortorolo,http://www.paviaacque.it/wp-content/uploads/2017/11/Mede-Frazione-Tortorolo.pdf
MENCONICO,MENCONICO,http://www.paviaacque.it/wp-content/uploads/2017/11/Menconico.pdf
MEZZANA BIGLI,C-Mezzana Bigli v.lo Protti - PO0180909UIM04,http://www.paviaacque.it/wp-content/uploads/2017/11/Mezzana-Bigli.pdf
MEZZANA BIGLI,C-Mezzana Bigli via Chiesa in Balossa Bigli -,http://www.paviaacque.it/wp-content/uploads/2017/11/Mezzana-Bigli-Balossa.pdf
MEZZANA BIGLI,C-Mezzana Bigli via Ferrera - Fraz. Casoni,http://www.paviaacque.it/wp-content/uploads/2017/11/Mezzana-Bigli-Frazione-Casoni.pdf
MEZZANA RABATTONE,MEZZANA RABATTONE,http://www.paviaacque.it/wp-content/uploads/2017/11/Mezzana_Rabattone-1.pdf
MEZZANINO,C-Verrua Po - via Canova -PO0181759UIM01,http://www.paviaacque.it/wp-content/uploads/2017/11/Verrua-2.pdf
MIRADOLO TERME,MIRADOLO TERME,http://www.paviaacque.it/wp-content/uploads/2017/11/miradolo-terme-dicembre-2019.pdf
MONTALTO PAVESE,MONTALTO PAVESE,http://www.paviaacque.it/wp-content/uploads/2017/11/Montalto.pdf
MONTEBELLO DELLA BATTAGLIA,MONTEBELLO DELLA BATTAGLIA,http://www.paviaacque.it/wp-content/uploads/2017/11/Montebello_della_Battaglia-1.pdf
MONTECALVO VERSIGGIA,R-Montecalvo Versiggia - Fraz. Poggio,http://www.paviaacque.it/wp-content/uploads/2017/11/Montecalvo.pdf
MONTESCANO,MONTESCANO,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
MONTICELLI PAVESE,MONTICELLI PAVESE,http://www.paviaacque.it/wp-content/uploads/2017/11/monticelli-pavese-dicembre-2019.pdf
MONTU BECCARIA,R- Montù Beccaria - Fraz. Roncole via Molino,http://www.paviaacque.it/wp-content/uploads/2017/11/Mont%C3%B9-Roncole.pdf
MONTU BECCARIA,R-Montù Beccaria,http://www.paviaacque.it/wp-content/uploads/2017/11/rete-Mont%C3%B9.pdf
MONTU BECCARIA,R-Montù Beccaria - via Circonvallo,http://www.paviaacque.it/wp-content/uploads/2017/11/Mont%C3%B9-Circonvallazione.pdf
MORNICO LOSANA,MORNICO LOSANA,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
MORTARA,,http://www.paviaacque.it/wp-content/uploads/2017/11/1900597_Verifica-_-Mortara-Novara-out-Pensile.pdf
NICORVO,C-Nicorvo - Via Roma - PO0181039UIM01,http://www.paviaacque.it/wp-content/uploads/2017/11/Nicorvo-4.pdf
OLEVANO DI LOMELLINA,C-Olevano di Lomellina - Strada per Zeme via,http://www.paviaacque.it/wp-content/uploads/2017/11/Olevano-2.pdf
OLIVA GESSI,OLIVA GESSI,http://www.paviaacque.it/wp-content/uploads/2017/11/Corvino_San_Quirico.pdf
OTTOBIANO,C-Ottobiano Via Matteotti - PO0181069UIM01,http://www.paviaacque.it/wp-content/uploads/2017/11/Ottobiano-6.pdf
PALESTRO,,http://www.paviaacque.it/wp-content/uploads/2017/11/1903206_Routine-THM-_-Palestro-Fraz-Pizzarosto-fontana-pubblica.pdf
PALESTRO,Routine + THM : Palestro - Municipio,http://www.paviaacque.it/wp-content/uploads/2017/11/1903205_Routine-THM-_-Palestro-Municipio.pdf
PALESTRO,Verifica : PO0181079UIM01 - Palestro Via Piave-,http://www.paviaacque.it/wp-content/uploads/2017/11/1901873_Verifica-_-Palestro-Via-Piave-out-accumulo.pdf
PANCARANA,PANCARANA,http://www.paviaacque.it/wp-content/uploads/2017/11/Pancarana-1.pdf
PARONA,,http://www.paviaacque.it/wp-content/uploads/2017/11/1901039_Routine-THM-Extra-_-Parona-Bennet-Via-Case-Sparse.pdf
PARONA,Verifica : PO0181099UIM02 - Parona Viale,http://www.paviaacque.it/wp-content/uploads/2017/11/1902725_Verifica-_-Parona-Viale-Lombardia-out-impianto.pdf
PAVIA,C-Pavia Fraz. Villalunga via Villalunga,http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale_Villalunga-3.pdf
PAVIA,"C-Pavia v.le Lodi, 67 PO0181109UIM02",http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale_Est-1.pdf
PAVIA,C-Pavia via Campeggi (strada Casino),http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale_Nord-1.pdf
PAVIA,C-Pavia via Mirabello PO0181109UIM06,http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale-Mirabello-2.pdf
PAVIA,C-Pavia via Montebello della Battaglia,http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale-Libert%C3%A0.pdf
PAVIA,C-Pavia via dei Mille PO0181109UIM09,http://www.paviaacque.it/wp-content/uploads/2017/11/Centrale-Borgo-Ticino.pdf
PIETRA DE’ GIORGI,PIETRA DE’ GIORGI,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
PIEVE ALBIGNOLA,PIEVE ALBIGNOLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Pieve_Albignola-5.pdf
PIEVE DEL CAIRO,PIEVE DEL CAIRO,http://www.paviaacque.it/wp-content/uploads/2017/11/Pieve_del_Cairo-1.pdf
PIEVE PORTO MORONE,PIEVE PORTO MORONE,http://www.paviaacque.it/wp-content/uploads/2017/11/pieve-porto-morone-dicembre-2019.pdf
PINAROLO PO,,http://www.paviaacque.it/wp-content/uploads/2017/11/Pinarolo-1.pdf
PIZZALE,PIZZALE,http://www.paviaacque.it/wp-content/uploads/2017/11/Pizzale-1.pdf
PONTENIZZA,PONTENIZZA,http://www.paviaacque.it/wp-content/uploads/2017/11/Pontenizza.pdf
PORTALBERA,PORTALBERA,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina.pdf
REA,REA,http://www.paviaacque.it/wp-content/uploads/2017/11/Verrua-Po.pdf
REDAVALLE,C-Redavalle,http://www.paviaacque.it/wp-content/uploads/2017/11/Redavalle-3.pdf
RETORBIDO,RETORBIDO,http://www.paviaacque.it/wp-content/uploads/2017/11/Retorbido.pdf
RIVANAZZANO TERME,RIVANAZZANO TERME,http://www.paviaacque.it/wp-content/uploads/2017/11/Rivanazzano_Terme.pdf
ROBBIO,,http://www.paviaacque.it/wp-content/uploads/2017/11/1901597_Routine-THM-_-Robbio-via-Mattei-Uscita-impianto.pdf
ROBBIO,Routine + THM : PO0181239UIM04 - Robbio Via,http://www.paviaacque.it/wp-content/uploads/2017/11/1903204_Routine-THM-_-PO0181239UIM04-Robbio-Via-Guadesa-out-impianto.pdf
ROBBIO,Routine + THM : Robbio - Municipio,http://www.paviaacque.it/wp-content/uploads/2017/11/1901460_Routine-THM-_-Robbio-Municipio.pdf
ROBBIO,Routine + THM : Robbio via Dentici - Uscita,http://www.paviaacque.it/wp-content/uploads/2017/11/1901599_Routine-THM-_-Robbio-via-Dentici-Uscita-impianto.pdf
ROBECCO PAVESE,ROBECCO PAVESE,http://www.paviaacque.it/wp-content/uploads/2017/11/Robecco_Pavese.pdf
ROCCA DE’ GIORGI,ROCCA DE’ GIORGI,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
ROCCA SUSELLA,ROCCA SUSELLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Rocca_Susella.pdf
ROGNANO,ROGNANO,http://www.paviaacque.it/wp-content/uploads/2017/11/Vellezzo-2.pdf
RONCARO,C-Cura Carpignano,http://www.paviaacque.it/wp-content/uploads/2017/11/Cura-Carpignano-1.pdf
ROSASCO,C-Rosasco - Via Marconi - PO0181309UIM01,http://www.paviaacque.it/wp-content/uploads/2017/11/Rosasco-4.pdf
ROVESCALA,R-Rovescala Via Castello,http://www.paviaacque.it/wp-content/uploads/2017/11/Rovescala-Via-Castello.pdf
ROVESCALA,"R-Rovescala Via Roma, 50 - RE0181319U0011",http://www.paviaacque.it/wp-content/uploads/2017/11/Rovescala-Via-Roma.pdf
RUINO,RUINO,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-2.pdf
SAN CIPRIANO PO,SAN CIPRIANO PO,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-3.pdf
SAN DAMIANO AL COLLE,R-San Damiano al Colle,http://www.paviaacque.it/wp-content/uploads/2017/11/San-Damiano.pdf
SAN GENESIO ED UNITI,C-San Genesio ed Uniti,http://www.paviaacque.it/wp-content/uploads/2017/11/San-Genesio-e-Uniti.pdf
SAN GIORGIO DI LOMELLINA,SAN GIORGIO DI LOMELLINA,http://www.paviaacque.it/wp-content/uploads/2017/11/San_Giorgio_Lomellina-3.pdf
SAN MARTINO SICCOMARIO,C-San Martino Siccomario,http://www.paviaacque.it/wp-content/uploads/2017/11/San-Martino-Siccomario-2.pdf
SAN ZENONE AL PO,SAN ZENONE AL PO,http://www.paviaacque.it/wp-content/uploads/2017/11/Corteolona_Genzone-1.pdf
SANNAZZARO DE’ BURGONDI,SANNAZZARO DE’ BURGONDI,http://www.paviaacque.it/wp-content/uploads/2017/11/San_Nazzaro_De_Burgondi-1.pdf
SANTA CRISTINA E BISSONE,SANTA CRISTINA E BISSONE,http://www.paviaacque.it/wp-content/uploads/2017/11/santa-cristina-e-bissone-dicembre-2019.pdf
SANTA GIULETTA,,http://www.paviaacque.it/wp-content/uploads/2017/11/Santa-Giuletta-Via-Melegazza.pdf
SANTA GIULETTA,C-Santa Giuletta,http://www.paviaacque.it/wp-content/uploads/2017/11/Santa-Giuletta-3.pdf
SANTA MARGHERITA DI STAFFORA,SANTA MARGHERITA DI STAFFORA,http://www.paviaacque.it/wp-content/uploads/2017/11/Santa_Margherita_di_Staffora.pdf
SANTA MARIA DELLA VERSA,SANTA MARIA DELLA VERSA,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-3.pdf
SANT’ALESSIO CON VIALONE,C-Sant'Alessio con Vialone,http://www.paviaacque.it/wp-content/uploads/2017/11/Sant-Alessio.pdf
SANT’ANGELO LOMELLINA,C-Sant'Angelo Lomellina- V.lo Prati -,http://www.paviaacque.it/wp-content/uploads/2017/11/Sant-Angelo-Lomellina.pdf
SARTIRANA LOMELLINA,SARTIRANA LOMELLINA,http://www.paviaacque.it/wp-content/uploads/2017/11/Sartirana-1.pdf
SCALDASOLE,SCALDASOLE,http://www.paviaacque.it/wp-content/uploads/2017/11/Scaldasole-3.pdf
SEMIANA,SEMIANA,http://www.paviaacque.it/wp-content/uploads/2017/11/Semiana-2.pdf
SILVANO PIETRA,SILVANO PIETRA,http://www.paviaacque.it/wp-content/uploads/2017/11/Silvano_Pietra-1.pdf
SIZIANO,SIZIANO,http://www.paviaacque.it/wp-content/uploads/2017/11/siziano-dicembre-2019.pdf
SOMMO,SOMMO,http://www.paviaacque.it/wp-content/uploads/2017/11/Sommo-2.pdf
SPESSA,C-Spessa,http://www.paviaacque.it/wp-content/uploads/2017/11/Spessa.pdf
STRADELLA,STRADELLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Stradella-1.pdf
SUARDI,SUARDI,http://www.paviaacque.it/wp-content/uploads/2017/11/Suardi.pdf
TORRAZZA COSTE,TORRAZZA COSTE,http://www.paviaacque.it/wp-content/uploads/2017/11/Torrazza_Coste-3.pdf
TORRE BERETTI,TORRE BERETTI,http://www.paviaacque.it/wp-content/uploads/2017/11/Torre_Beretti_Castellaro.pdf
TORRE DE’ NEGRI,C-Belgioioso,http://www.paviaacque.it/wp-content/uploads/2019/05/Belgioioso-1.pdf
TORRE D’ARESE,TORRE D’ARESE,http://www.paviaacque.it/wp-content/uploads/2017/11/torre-arese-dicembre-2019.pdf
TORRE D’ISOLA,TORRE D’ISOLA,http://www.paviaacque.it/wp-content/uploads/2017/11/Torre_DIsola.pdf
TORREVECCHIA PIA,TORREVECCHIA PIA,http://www.paviaacque.it/wp-content/uploads/2017/11/torrevecchia-pia-dicembre-2019.pdf
TORRICELLA VERZATE,TORRICELLA VERZATE,http://www.paviaacque.it/wp-content/uploads/2017/11/Corvino_San_Quirico.pdf
TRAVACO’ SICCOMARIO,TRAVACO’ SICCOMARIO,http://www.paviaacque.it/wp-content/uploads/2017/11/Travaco-1.pdf
TRIVOLZIO,TRIVOLZIO,http://www.paviaacque.it/wp-content/uploads/2017/11/Trivolzio.pdf
TROMELLO,TROMELLO,http://www.paviaacque.it/wp-content/uploads/2017/11/Tromello-3.pdf
TROVO,TROVO,http://www.paviaacque.it/wp-content/uploads/2017/11/Trovo.pdf
VAL DI NIZZA,VAL DI NIZZA,http://www.paviaacque.it/wp-content/uploads/2017/11/Val-Di-Nizza.pdf
VALEGGIO,VALEGGIO,http://www.paviaacque.it/wp-content/uploads/2017/11/Valeggio-1.pdf
VALLE LOMELLINA,VALLE LOMELLINA,http://www.paviaacque.it/wp-content/uploads/2017/11/Valle.pdf
VALLE SALIMBENE,C-Valle Salimbene,http://www.paviaacque.it/wp-content/uploads/2017/11/Valle-Salimbene.pdf
VALVERDE,VALVERDE,http://www.paviaacque.it/wp-content/uploads/2017/11/Valverde.pdf
VARZI,VARZI,http://www.paviaacque.it/wp-content/uploads/2017/11/Varzi-3.pdf
VELEZZO LOMELLINA,C-Velezzo Lomellina - via Roma -,http://www.paviaacque.it/wp-content/uploads/2017/11/Velezzo-Lomellina-1.pdf
VELLEZZO BELLINI,"C-Vellezzo Bellini - Via Cesare Battisti, 24 -",http://www.paviaacque.it/wp-content/uploads/2017/11/Vellezzo-3.pdf
VERRETTO,C-Verretto,http://www.paviaacque.it/wp-content/uploads/2017/11/Verretto-1.pdf
VERRUA PO,VERRUA PO,http://www.paviaacque.it/wp-content/uploads/2017/11/Verrua-Po.pdf
VIDIGULFO,C-Vidigulfo,http://www.paviaacque.it/wp-content/uploads/2017/11/Vidigulfo-2.pdf
VIGEVANO,VIGEVANO,http://www.paviaacque.it/wp-content/uploads/2017/11/Vigevano_Stadio_Olivelli.pdf
VILLA BISCOSSI,VILLA BISCOSSI,http://www.paviaacque.it/wp-content/uploads/2017/11/Villa-Biscossi_17_09_19.pdf
VILLANOVA D’ARDENGHI,C-Villanova d'Ardenghi,http://www.paviaacque.it/wp-content/uploads/2017/11/Villanova-DArdenghi.pdf
VILLANTERIO,VILLANTERIO,http://www.paviaacque.it/wp-content/uploads/2017/11/villanterio-dicembre-2019.pdf
VISTARINO,VISTARINO,http://www.paviaacque.it/wp-content/uploads/2017/11/vistarino-dicembre-2019.pdf
VOGHERA,VOGHERA,http://www.paviaacque.it/wp-content/uploads/2017/11/Voghera_Kennedy.pdf
VOLPARA,VOLPARA,http://www.paviaacque.it/wp-content/uploads/2017/11/Portalbera-Durina-3.pdf
ZECCONE,"C-Zeccone - Via Italia, 25 - RE0181859U0015",http://www.paviaacque.it/wp-content/uploads/2017/11/Zeccone-3.pdf
ZEME,ZEME,http://www.paviaacque.it/wp-content/uploads/2017/11/Zeme-4.pdf
ZENEVREDO,ZENEVREDO,http://www.paviaacque.it/wp-content/uploads/2017/11/Zenevredo-1.pdf
ZERBO,ZERBO,http://www.paviaacque.it/wp-content/uploads/2017/11/Corteolona_Genzone-1.pdf
ZERBOLO’,C-Zerbolò,http://www.paviaacque.it/wp-content/uploads/2017/11/Zerbol%C3%B2-4.pdf
ZERBOLO’,"C-Zerbolò - Via Borgo San Siro, 112 -",http://www.paviaacque.it/wp-content/uploads/2017/11/Zerbol%C3%B2_Parasacco.pdf
ZINASCO,ZINASCO,http://www.paviaacque.it/wp-content/uploads/2017/11/Zinasco-3.pdf
