alias_city,alias_address,georeferencingString,type
Mezzane di Sotto,VIA A. DE GASPERI,"VIA A. DE GASPERI, Mezzane di Sotto, Verona, Veneto, Italia",POINT
Minerbe,VIA ALIGHIERI,"VIA ALIGHIERI, Minerbe, Verona, Veneto, Italia",POINT
Montecchia di Crosara,VIA ADIGE,"VIA ADIGE, Montecchia di Crosara, Verona, Veneto, Italia",POINT
Monteforte d’Alpone,VIA 27 APRILE,"VIA 27 APRILE, Monteforte d’Alpone, Verona, Veneto, Italia",POINT
Mozzecane,VIA A. DE GASPERI,"VIA A. DE GASPERI, Mozzecane, Verona, Veneto, Italia",POINT
Negrar,VIA A. ALEARDI,"VIA A. ALEARDI, Negrar, Verona, Veneto, Italia",POINT
Nogarole Rocca,VIA ADIGE,"VIA ADIGE, Nogarole Rocca, Verona, Veneto, Italia",POINT
Oppeano,VIA A. DA GIUSSANO,"VIA A. DA GIUSSANO, Oppeano, Verona, Veneto, Italia",POINT
Pescantina,VIA ALESSANDRO VOLTA,"VIA ALESSANDRO VOLTA, Pescantina, Verona, Veneto, Italia",POINT
Povegliano Veronese,VIA A. DE GASPERI,"VIA A. DE GASPERI, Povegliano Veronese, Verona, Veneto, Italia",POINT
Pressana,VIA GIOVANNI PAOLO II,"VIA GIOVANNI PAOLO II, Pressana, Verona, Veneto, Italia",POINT
Ronco all’Adige,VIA ADIGE,"VIA ADIGE, Ronco all’Adige, Verona, Veneto, Italia",POINT
Roncà,VIA AGOSTINI,"VIA AGOSTINI, Roncà, Verona, Veneto, Italia",POINT
Roverchiara,VIA ADIGE,"VIA ADIGE, Roverchiara, Verona, Veneto, Italia",POINT
Roveredo di Guà,VIA 1 MAGGIO,"VIA 1 MAGGIO, Roveredo di Guà, Verona, Veneto, Italia",POINT
Roverè Veronese,VIA ALIGHIERI DI ROVERE,"VIA ALIGHIERI DI ROVERE, Roverè Veronese, Verona, Veneto, Italia",POINT
Salizzole,VIA 25 APRILE,"VIA 25 APRILE, Salizzole, Verona, Veneto, Italia",POINT
San Bonifacio,VIA 1 MAGGIO,"VIA 1 MAGGIO, San Bonifacio, Verona, Veneto, Italia",POINT
San Giovanni Ilarione,VIA 11 SETTEMBRE,"VIA 11 SETTEMBRE, San Giovanni Ilarione, Verona, Veneto, Italia",POINT
San Giovanni Lupatoto,VIA 20 SETTEMBRE,"VIA 20 SETTEMBRE, San Giovanni Lupatoto, Verona, Veneto, Italia",POINT
San Martino Buon Albergo,VIA ADAMELLO,"VIA ADAMELLO, San Martino Buon Albergo, Verona, Veneto, Italia",POINT
San Mauro di Saline,VIA BENI,"VIA BENI, San Mauro di Saline, Verona, Veneto, Italia",POINT
San Pietro di Morubio,VIA ALBARON,"VIA ALBARON, San Pietro di Morubio, Verona, Veneto, Italia",POINT
San Pietro in Cariano,VIA A. DE GASPERI,"VIA A. DE GASPERI, San Pietro in Cariano, Verona, Veneto, Italia",POINT
Sanguinetto,VIA A. DIAZ,"VIA A. DIAZ, Sanguinetto, Verona, Veneto, Italia",POINT
Sant’Anna d’Alfaedo,VIA ALIANA DI FOSSE,"VIA ALIANA DI FOSSE, Sant’Anna d’Alfaedo, Verona, Veneto, Italia",POINT
Selva di Progno,VIA ALDEGHERI,"VIA ALDEGHERI, Selva di Progno, Verona, Veneto, Italia",POINT
Soave,VIA 25 APRILE,"VIA 25 APRILE, Soave, Verona, Veneto, Italia",POINT
Sommacampagna,VIA 1 MAGGIO,"VIA 1 MAGGIO, Sommacampagna, Verona, Veneto, Italia",POINT
Sommacampagna,VIA CROSARA,"VIA CROSARA, Sommacampagna, Verona, Veneto, Italia",POINT
Sona,VIA 24 MAGGIO,"VIA 24 MAGGIO, Sona, Verona, Veneto, Italia",POINT
Sorgà,VIA A. VESPUCCI,"VIA A. VESPUCCI, Sorgà, Verona, Veneto, Italia",POINT
Terrazzo,VIA BALDINI DESTRA,"VIA BALDINI DESTRA, Terrazzo, Verona, Veneto, Italia",POINT
Tregnago,VIA ALBARE,"VIA ALBARE, Tregnago, Verona, Veneto, Italia",POINT
Trevenzuolo,VIA A. DE GASPERI,"VIA A. DE GASPERI, Trevenzuolo, Verona, Veneto, Italia",POINT
Velo Veronese,CONTR VIAVERDE,"CONTR VIAVERDE, Velo Veronese, Verona, Veneto, Italia",POINT
Verona,VIA ABBA GIUSEPPE CESARE,"VIA ABBA GIUSEPPE CESARE, Verona, Verona, Veneto, Italia",POINT
Verona,VIA CAPPELLO,"VIA CAPPELLO, Verona, Verona, Veneto, Italia",POINT
Verona,VIA GIARDINO GIUSTI,"VIA GIARDINO GIUSTI, Verona, Verona, Veneto, Italia",POINT
Verona,VIA MONTORIO,"VIA MONTORIO, Verona, Verona, Veneto, Italia",POINT
Verona,VIA FRANCIA,"VIA FRANCIA, Verona, Verona, Veneto, Italia",POINT
Verona,VIALE CARDINALE GIROLAMO,"VIALE CARDINALE GIROLAMO, Verona, Verona, Veneto, Italia",POINT
Verona,VIA DA VINCI LEONARDO,"VIA DA VINCI LEONARDO, Verona, Verona, Veneto, Italia",POINT
Verona,VIA BELFIORE,"VIA BELFIORE, Verona, Verona, Veneto, Italia",POINT
Verona,VIA GOLOSINE,"VIA GOLOSINE, Verona, Verona, Veneto, Italia",POINT
Verona,VIA DA QUINTO LEONARDO,"VIA DA QUINTO LEONARDO, Verona, Verona, Veneto, Italia",POINT
Verona,VIA GARDESANE,"VIA GARDESANE, Verona, Verona, Veneto, Italia",POINT
Veronella,VIA 1 MAGGIO,"VIA 1 MAGGIO, Veronella, Verona, Veneto, Italia",POINT
Vestenanova,VIA ALBAROMATTO,"VIA ALBAROMATTO, Vestenanova, Verona, Veneto, Italia",POINT
Vigasio,VIA A. MANZONI,"VIA A. MANZONI, Vigasio, Verona, Veneto, Italia",POINT
Villafranca,VIA A. APRILI,"VIA A. APRILI, Villafranca, Verona, Veneto, Italia",POINT
Zevio,VIA ADIGE,"VIA ADIGE, Zevio, Verona, Veneto, Italia",POINT
Zimella,VIA 25 APRILE,"VIA 25 APRILE, Zimella, Verona, Veneto, Italia",POINT
