alias_city,alias_address,georeferencingString,type
Lumezzane,Piazza Cadorna,"Piazza Cadorna, Lumezzane, BS, Lombardia",POINT
Lumezzane,Piazza Diaz,"Piazza Diaz, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via M. L. King,"Via M. L. King, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via Madonnina,"Via Madonnina, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via Marcolini,"Via Marcolini, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via Ruca,"Via Ruca, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via Veneto,"Via Veneto, Lumezzane, BS, Lombardia",POINT
Lumezzane,Via Zagnagnolo,"Via Zagnagnolo, Lumezzane, BS, Lombardia",POINT
Marcheno,Via Chiesa,"Via Chiesa, Marcheno, BS, Lombardia",POINT
Marcheno,Via Gitti,"Via Gitti, Marcheno, BS, Lombardia",POINT
Marcheno,Via Parte,"Via Parte, Marcheno, BS, Lombardia",POINT
Marcheno,Via Pirle,"Via Pirle, Marcheno, BS, Lombardia",POINT
Pezzaze,Piazza Mondaro,"Piazza Mondaro, Pezzaze, BS, Lombardia",POINT
Pezzaze,Piazza Stravegnino,"Piazza Stravegnino, Pezzaze, BS, Lombardia",POINT
Pezzaze,Via Aiale,"Via Aiale, Pezzaze, BS, Lombardia",POINT
Pezzaze,Via Miniera,"Via Miniera, Pezzaze, BS, Lombardia",POINT
Pezzaze,Via Taverna,"Via Taverna, Pezzaze, BS, Lombardia",POINT
Sarezzo,Via 1850,"Via 1850, Sarezzo, BS, Lombardia",POINT
Sarezzo,Via Antonini,"Via Antonini, Sarezzo, BS, Lombardia",POINT
Sarezzo,Via Gozzano,"Via Gozzano, Sarezzo, BS, Lombardia",POINT
Sarezzo,Via I Maggio,"Via I Maggio, Sarezzo, BS, Lombardia",POINT
Sarezzo,Via Roma,"Via Roma, Sarezzo, BS, Lombardia",POINT
Sarezzo,Via Seradello,"Via Seradello, Sarezzo, BS, Lombardia",POINT
Sarezzo,Vicolo Mella,"Vicolo Mella, Sarezzo, BS, Lombardia",POINT
Tavernole Sul Mella,Piazza Chiesa,"Piazza Chiesa, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Amadini,"Via Amadini, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Forcella,"Via Forcella, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Grumello C/O Ponte,"Via Grumello C/O Ponte, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Grumello C/O Santella,"Via Grumello C/O Santella, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Mella,"Via Mella, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Missone,"Via Missone, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via Pavoni,"Via Pavoni, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole Sul Mella,Via S. Carlo,"Via S. Carlo, Tavernole Sul Mella, BS, Lombardia",POINT
Tavernole sul Mella,P.zza del Mercato,"P.zza del Mercato, Tavernole sul Mella, BS, Lombardia",POINT
Villa Carcina,Cimitero,"Cimitero, Villa Carcina, BS, Lombardia",POINT
Villa Carcina,Via Italia,"Via Italia, Villa Carcina, BS, Lombardia",POINT
Villa Carcina,Via Marconi,"Via Marconi, Villa Carcina, BS, Lombardia",POINT
Villa Carcina,Via S. Giuseppe,"Via S. Giuseppe, Villa Carcina, BS, Lombardia",POINT
