alias_address,alias_city,ammoniaca,arsenico,bicarbonato,calcio,cloro_residuo,cloruro,conducibilita,data_report,durezza,fluoruri,magnesio,manganese,nitrato,nitrito,ph,potassio,residuo_fisso,sodio,solfato
Comune,San Germano V.se,26.8,0.14,<0.1,<0.05,16.0,1.2,12.9,2° semestre 2019,45.8,<0.05,4.9,,<5,,16.9,<1.0,323,149,4.4
Comune,San Giacomo V.se,4.0,0.06,<0.1,<0.05,1.9,1.7,7.8,2° semestre 2019,14.9,<0.05,4.1,,<5,,7.0,<1.0,174,79,10.3
Comune,Sandigliano,4.3,0.08,<0.1,<0.05,4.3,1.2,2.8,2° semestre 2019,8.1,<0.05,5.9,,<5,,3.2,<1.0,91,34,5.6
Comune,Santhià,23.2,<0.05,<0.1,<0.05,21.2,1.4,19.7,2° semestre 2019,52.4,<0.05,7.4,,<5,,21.3,<1.0,403,208,6.9
Comune,Sostegno,3.0,0.13,<0.1,<0.05,1.8,<1,1.0,2° semestre 2019,3.8,<0.05,1.2,,<5,,1.3,<1.0,37,25,2.0
Comune,Tricerro,11.2,0.16,<0.1,<0.05,<1,1.1,10.5,2° semestre 2019,37.6,<0.05,2.7,,<5,,13.8,<1,272,150,10.2
Comune,Vallanzengo,1.6,0.05,<0.1,<0.05,5.3,<1,1.2,2° semestre 2019,4.1,<0.05,1.6,,5,,1.5,<1.0,58,30,6.2
Comune,Valle San Nicolao,2.6,0.12,<0.1,<0.05,5.3,<1,<1.0,2° semestre 2019,2.2,<0.05,2.1,,7,,<1.0,<1,44,19,6.7
Comune,Villa del Bosco,2.3,<0.05,<0.1,<0.05,1.7,<1,<1.0,2° semestre 2019,3.4,<0.05,1.1,,<5,,1.2,<1,33,25,1.8
Comune,Villanova B.se,3.9,0.09,<0.1,<0.05,5.3,1.2,2.8,2° semestre 2019,8.8,<0.05,6.9,,<5,,3.4,<1.0,97,33,6.0
Comune,Villarboit,4.1,<0.05,<0.1,<0.05,4.7,1.2,2.6,2° semestre 2019,8.8,<0.05,7.8,,8,,3.3,<1.0,98,43,7.5
Comune,Vinzaglio,1.7,<0.05,<0.1,0.3,<1,<1,6.4,2° semestre 2019,23.1,<0.05,1.7,,<5,,8.5,<1,180,117,8.9
Comune,Viverone,14.2,0.16,<0.1,<0.05,9.0,2.0,15.4,2° semestre 2019,52.8,<0.05,4.3,,<5,,19.7,<1,386,204,8.9
