alias_address,alias_city,geocode,geometry,georeferencingString,type
P.R. Loc. Colombare,DESENZANO DEL GARDA,"Località Colombara, 25015, Desenzano del Garda, Brescia","{'type': 'Point', 'coordinates': [10.59533692295788, 45.42020858957299]}","Località Colombare, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Loc. Grole,DESENZANO DEL GARDA,"Località Grole, 25015, Desenzano del Garda, Brescia","{'type': 'Point', 'coordinates': [10.581668876557048, 45.409640770825916]}","Località Grole, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Piazza Malvezzi,DESENZANO DEL GARDA,Piazza Malvezzi,"{'type': 'Point', 'coordinates': [10.539740000000052, 45.470710000000054]}","Piazza Malvezzi, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Via Cassio,DESENZANO DEL GARDA,"Via Cassio, 25015, Desenzano del Garda, Brescia","{'type': 'Point', 'coordinates': [10.588442130535087, 45.45927643388682]}","Via Cassio, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Via Gramsci,DESENZANO DEL GARDA,"Via Antonio Gramsci, 25015, Desenzano del Garda, Brescia","{'type': 'Point', 'coordinates': [10.534540371417894, 45.472679195595084]}","Via Gramsci, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Via Italia,DESENZANO DEL GARDA,"Desenzano del Garda, Brescia","{'type': 'Point', 'coordinates': [10.53621000000004, 45.46846000000005]}","Via Italia, DESENZANO DEL GARDA, Brescia,  Lombardia, Italia",POINT
F.P. P.zza Brigata Alpina Orobica,EDOLO,"Via Brigata Alpina Julia, 25035, Ospitaletto, Brescia","{'type': 'Point', 'coordinates': [10.084997353275844, 45.56063814400823]}","P.zza Brigata Alpina Orobica, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. P.zza Cavour,EDOLO,"Via Camillo Benso di Cavour, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.29450396248801, 46.17639632833175]}","P.zza Cavour, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via Adamello (parco giochi),EDOLO,"Via Adamello, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.33488915641185, 46.17485766578087]}","Via Adamello (parco giochi), EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via Bortolo Vidilini,EDOLO,"Via Bortolo Vidilini, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.3425113220819, 46.18245557016407]}","Via Bortolo Vidilini, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via Canale,EDOLO,"Via Canale, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.328952908837934, 46.18085559157579]}","Via Canale, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via Cinque Martiri,EDOLO,"Via Cinque Martiri, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.336383000000007, 46.18027148026641]}","Via Cinque Martiri, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via Nazionale,EDOLO,"Via Nazionale, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.343758984151755, 46.17118209257815]}","Via Nazionale, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P. Via San Gregorio,EDOLO,"Via San Gregorio, 25048, Edolo, Brescia","{'type': 'Point', 'coordinates': [10.281195962239623, 46.17530040753473]}","Via San Gregorio, EDOLO, Brescia,  Lombardia, Italia",POINT
F.P Via Castello,ERBUSCO,"Via Castello, 25030, Erbusco, Brescia","{'type': 'Point', 'coordinates': [9.975979593377986, 45.59884474003913]}","Via Castello, ERBUSCO, Brescia,  Lombardia, Italia",POINT
F.P Via Fermi,ERBUSCO,"Via Enrico Fermi, 25030, Erbusco, Brescia","{'type': 'Point', 'coordinates': [9.971594332179007, 45.60148668024411]}","Via Fermi, ERBUSCO, Brescia,  Lombardia, Italia",POINT
F.P Via Iseo,ERBUSCO,"Via Iseo, 25030, Erbusco, Brescia","{'type': 'Point', 'coordinates': [10.002696292831002, 45.581840175627335]}","Via Iseo, ERBUSCO, Brescia,  Lombardia, Italia",POINT
F.P Via Manzoni,ERBUSCO,"Via Alessandro Manzoni, 25030, Erbusco, Brescia","{'type': 'Point', 'coordinates': [9.932851812052581, 45.59611257447043]}","Via Manzoni, ERBUSCO, Brescia,  Lombardia, Italia",POINT
F.P. Municipio,FLERO,Municipio di Flero,"{'type': 'Point', 'coordinates': [10.174759988891553, 45.48411997056971]}","Municipio, FLERO, Brescia,  Lombardia, Italia",POINT
Via A. Moro,FLERO,"Via Aldo Moro, 25020, Flero, Brescia","{'type': 'Point', 'coordinates': [10.172881578044027, 45.48792407127954]}","Via A. Moro, FLERO, Brescia,  Lombardia, Italia",POINT
P.R. Parcheggio Vittoriale,GARDONE RIVIERA,"Via al Vittoriale, 25083, Gardone Riviera, Brescia","{'type': 'Point', 'coordinates': [10.566050889318664, 45.62317895903512]}","Parcheggio Vittoriale, GARDONE RIVIERA, Brescia,  Lombardia, Italia",POINT
P.R. Via Chiesa Morgnaga,GARDONE RIVIERA,"Via della Chiesa, 25083, Gardone Riviera, Brescia","{'type': 'Point', 'coordinates': [10.55312974197803, 45.62162049097933]}","Via Chiesa Morgnaga, GARDONE RIVIERA, Brescia,  Lombardia, Italia",POINT
P.R. Via Fasano Sopra,GARDONE RIVIERA,"Via Fasano di Sopra, 25083, Gardone Riviera, Brescia","{'type': 'Point', 'coordinates': [10.580140046498919, 45.62946397675055]}","Via Fasano Sopra, GARDONE RIVIERA, Brescia,  Lombardia, Italia",POINT
P.R. Via Fontana S. Michele,GARDONE RIVIERA,"Via Fontane, 25083, Gardone Riviera, Brescia","{'type': 'Point', 'coordinates': [10.544910195904677, 45.64254192086338]}","Via Fontana S. Michele, GARDONE RIVIERA, Brescia,  Lombardia, Italia",POINT
P.R. Via Porto Fasano,GARDONE RIVIERA,"Gardone Riviera, Brescia","{'type': 'Point', 'coordinates': [10.57060000000007, 45.62291000000005]}","Via Porto Fasano, GARDONE RIVIERA, Brescia,  Lombardia, Italia",POINT
P.R. Piazza Zanini (Navazzo),GARGNANO,"Piazza Monsignor Giacomo Zanini, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.63362565039482, 45.684763152531374]}","Piazza Zanini (Navazzo), GARGNANO, Brescia,  Lombardia, Italia",POINT
P.R. Via Battocletti Bogliaco,GARGNANO,"Via Pio Battocletti, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.651540089920097, 45.674970386390086]}","Via Battocletti Bogliaco, GARGNANO, Brescia,  Lombardia, Italia",POINT
P.R. Via Costa,GARGNANO,"Via Costa, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.647928293791265, 45.73431889780228]}","Via Costa, GARGNANO, Brescia,  Lombardia, Italia",POINT
P.R. Via Donatori di Sangue,GARGNANO,"Via Donatori di Sangue, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.658916778135803, 45.68424705949385]}","Via Donatori di Sangue, GARGNANO, Brescia,  Lombardia, Italia",POINT
P.R. Via Poggio degli Ulivi,GARGNANO,"Via Poggio degli Ulivi, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.656637372557151, 45.68316387729864]}","Via Poggio degli Ulivi, GARGNANO, Brescia,  Lombardia, Italia",POINT
P.R. Via Torrazzo,GARGNANO,"Via Torazzo, 25084, Gargnano, Brescia","{'type': 'Point', 'coordinates': [10.640670843581193, 45.728168148518115]}","Via Torrazzo, GARGNANO, Brescia,  Lombardia, Italia",POINT
Cimitero Pilzone,ISEO,"Pilzone, Iseo, Brescia","{'type': 'Point', 'coordinates': [10.079560000000072, 45.674000000000035]}","Cimitero Pilzone, ISEO, Brescia,  Lombardia, Italia",POINT
F.P. Piazza Garibaldi,ISEO,"Piazza Giuseppe Garibaldi, 25049, Iseo, Brescia","{'type': 'Point', 'coordinates': [10.048559281771247, 45.659826318939984]}","Piazza Garibaldi, ISEO, Brescia,  Lombardia, Italia",POINT
F.P. Via Bonomelli,ISEO,"Via Silvio Bonomelli, 25049, Iseo, Brescia","{'type': 'Point', 'coordinates': [10.058995796958174, 45.65917885653556]}","Via Bonomelli, ISEO, Brescia,  Lombardia, Italia",POINT
F.P. Via Carlo Bonardi,ISEO,"Via Carlo Bonardi, 25049, Iseo, Brescia","{'type': 'Point', 'coordinates': [10.059577053638698, 45.65733977075487]}","Via Carlo Bonardi, ISEO, Brescia,  Lombardia, Italia",POINT
F.P. Via San Rocco (Clusane),ISEO,"Via San Rocco, 25049, Iseo, Brescia","{'type': 'Point', 'coordinates': [10.002050376636241, 45.66375775923781]}","Via San Rocco (Clusane), ISEO, Brescia,  Lombardia, Italia",POINT
P.R. Piazza Giovanni Gentile,LENO,"Piazza Giovanni Gentile, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.21047449937928, 45.372610666390806]}","Piazza Giovanni Gentile, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Quartiere Tita Secchi,LENO,"Quartiere Tita Secchi, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.216882976180239, 45.37604634930225]}","Quartiere Tita Secchi, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Aldo Moro,LENO,"Via Aldo Moro, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.218739499999993, 45.36006750000001]}","Via Aldo Moro, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Bravi,LENO,"Via Antonio Bravi, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.19660281128513, 45.39925521421058]}","Via Bravi, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Manzoni,LENO,"Via Alessandro Manzoni, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.223363975259193, 45.3314312113296]}","Via Manzoni, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Marconi,LENO,"Via Guglielmo Marconi, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.220221405052415, 45.36781661367895]}","Via Marconi, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Tiepolo,LENO,"Via Giambattista Tiepolo, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.20944010872361, 45.365754188368534]}","Via Tiepolo, LENO, Brescia,  Lombardia, Italia",POINT
P.R. Via Viganovo,LENO,"Via Viganovo, 25024, Leno, Brescia","{'type': 'Point', 'coordinates': [10.231277347488485, 45.37075237400617]}","Via Viganovo, LENO, Brescia,  Lombardia, Italia",POINT
F.P. Via Calini,LOGRATO,"Lograto, Brescia","{'type': 'Point', 'coordinates': [10.053990000000056, 45.48354000000006]}","Via Calini, LOGRATO, Brescia,  Lombardia, Italia",POINT
F.P. Località Camerata,LOZIO,"Località Camerata, 25040, Lozio, Brescia","{'type': 'Point', 'coordinates': [10.249447152351856, 45.98578695185988]}","Localitàlità Camerata, LOZIO, Brescia,  Lombardia, Italia",POINT
F.P. Piazza S.Marco (Laveno),LOZIO,"Laveno, Lozio, Brescia","{'type': 'Point', 'coordinates': [10.260120000000029, 45.986740000000054]}","Piazza S.Marco (Laveno), LOZIO, Brescia,  Lombardia, Italia",POINT
F.P. San Giovanni,LOZIO,"Via San Giovanni, 25040, Lozio, Brescia","{'type': 'Point', 'coordinates': [10.262387911373896, 45.99192357995955]}","San Giovanni, LOZIO, Brescia,  Lombardia, Italia",POINT
F.P. Via Armando Diaz,LOZIO,"Via Armando Diaz, 25040, Lozio, Brescia","{'type': 'Point', 'coordinates': [10.263813955628924, 45.99153822538251]}","Via Armando Diaz, LOZIO, Brescia,  Lombardia, Italia",POINT
P.R. Località Magasa - Via XXIV Maggio,MAGASA,"Via 24 Maggio, 25080, Magasa, Brescia","{'type': 'Point', 'coordinates': [10.616099394174192, 45.78137965297302]}","Localitàlità Magasa - Via XXIV Maggio, MAGASA, Brescia,  Lombardia, Italia",POINT
F.P. Centro-Landò,MALONNO,"Lando, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.306610000000035, 46.12698000000006]}","Centro-Landò, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Centro-Miravalle,MALONNO,"Miravalle, 25040, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.332283343027866, 46.136269737211144]}","Centro-Miravalle, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Moscio,MALONNO,"Moscio, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.30567000000002, 46.118750000000034]}","Moscio, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Nazio,MALONNO,"Nazio, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.299580000000049, 46.11427000000003]}","Nazio, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Odecla,MALONNO,"Odecla, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.302370000000053, 46.11146000000008]}","Odecla, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Piazzale Chiesa-Zazza,MALONNO,"Zazza, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.341170000000034, 46.122340000000065]}","Piazzale Chiesa-Zazza, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Via Gallena,MALONNO,"Via Gallena, 25040, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.312533374284056, 46.116522264200505]}","Via Gallena, MALONNO, Brescia,  Lombardia, Italia",POINT
F.P. Via Miravalle,MALONNO,"Via Miravalle, 25040, Malonno, Brescia","{'type': 'Point', 'coordinates': [10.326686811623164, 46.13095655123121]}","Via Miravalle, MALONNO, Brescia,  Lombardia, Italia",POINT
P.R. Via Europa (cimitero),MANERBA DEL GARDA,"Corso Europa, 25080, Manerba del Garda, Brescia","{'type': 'Point', 'coordinates': [10.553071664220212, 45.5545164761469]}","Via Europa (cimitero), MANERBA DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Via San Rocco (Pieve),MANERBA DEL GARDA,"Via San Rocco, 25080, Soiano del Lago, Brescia","{'type': 'Point', 'coordinates': [10.512727650419148, 45.52682862289496]}","Via San Rocco (Pieve), MANERBA DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Piazza San Martino,MONIGA DEL GARDA,"Piazza San Martino, 25080, Moniga del Garda, Brescia","{'type': 'Point', 'coordinates': [10.537476118134792, 45.52943986528502]}","Piazza San Martino, MONIGA DEL GARDA, Brescia,  Lombardia, Italia",POINT
P.R. Via Rossera,MONIGA DEL GARDA,"Via Rossera, 25080, Moniga del Garda, Brescia","{'type': 'Point', 'coordinates': [10.540305000000007, 45.52876800000001]}","Via Rossera, MONIGA DEL GARDA, Brescia,  Lombardia, Italia",POINT
F.P. Carzano,MONTE ISOLA,"Carzano, Monte Isola, Brescia","{'type': 'Point', 'coordinates': [10.094400000000064, 45.71766000000008]}","Carzano, MONTE ISOLA, Brescia,  Lombardia, Italia",POINT
